,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Other Current Liab,51208000.0,54203000.0,56169000.0,65535000.0,59840000.0,69122000.0,63401000.0,102195000.0
Other Current Assets,10896000.0,13337000.0,16034000.0,14974000.0,15600000.0,19803000.0,20574000.0,22186000.0
Other Liab,83528000.0,86744000.0,93242000.0,95252000.0,99564000.0,102170000.0,111628000.0,112099000.0
Other Assets,56799000.0,58725000.0,68414000.0,69605000.0,72322000.0,72768000.0,79442000.0,78754000.0
Property Plant Equipment,255889000.0,273939000.0,285247000.0,303586000.0,338187000.0,346352000.0,369259000.0,375844000.0
Long Term Investments,3032000.0,2916000.0,6261000.0,6000000.0,5831000.0,5716000.0,5701000.0,5676000.0
Net Receivables,57983000.0,96138000.0,68757000.0,86185000.0,80589000.0,83953000.0,110253000.0,126951000.0
Total Liab,222210000.0,246725000.0,241904000.0,286615000.0,285636000.0,333188000.0,341840000.0,
Total Stockholder Equity,848945000.0,914569000.0,966587000.0,1021577000.0,1087355000.0,1162713000.0,1243985000.0,
Total Assets,1071155000.0,1161294000.0,1208491000.0,1308192000.0,1372991000.0,1495901000.0,1585825000.0,
Common Stock,605165000.0,632432000.0,657701000.0,699359000.0,733672000.0,769858000.0,803226000.0,
Retained Earnings,247864000.0,279653000.0,298746000.0,315206000.0,341382000.0,381193000.0,424879000.0,
Good Will,6571000.0,6571000.0,6571000.0,6571000.0,6571000.0,6571000.0,6571000.0,
Treasury Stock,-4084000.0,2484000.0,10140000.0,7012000.0,12301000.0,11662000.0,15880000.0,
Cash,156483000.0,179466000.0,334944000.0,218368000.0,220210000.0,226091000.0,189265000.0,
Total Current Liabilities,136785000.0,158278000.0,146969000.0,187909000.0,182731000.0,227663000.0,226944000.0,
Deferred Long Term Asset Charges,13432000.0,13486000.0,18556000.0,17668000.0,17699000.0,17726000.0,21917000.0,
Other Stockholder Equity,-4084000.0,2484000.0,10140000.0,7012000.0,12301000.0,11662000.0,15880000.0,
Total Current Assets,748864000.0,819143000.0,841998000.0,922430000.0,950080000.0,1064494000.0,1124852000.0,
Net Tangible Assets,842374000.0,907998000.0,960016000.0,1015006000.0,1080784000.0,1156142000.0,1237414000.0,
Short Term Investments,355840000.0,372076000.0,260169000.0,420455000.0,450078000.0,515947000.0,535817000.0,
Inventory,152119000.0,148096000.0,157062000.0,175223000.0,177322000.0,208062000.0,259417000.0,
Accounts Payable,45169000.0,48142000.0,38169000.0,57235000.0,58882000.0,72092000.0,83027000.0,
