,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,-280000000.0,291000000.0,-693000000.0,-27000000.0,-8000000.0
Total Cashflows From Investing Activities,-7190000000.0,-5760000000.0,-3392000000.0,-7030000000.0,-7353000000.0
Net Borrowings,3127000000.0,-2579000000.0,13000000.0,2268000000.0,4765000000.0
Total Cash From Financing Activities,951000000.0,-1813000000.0,-1930000000.0,-576000000.0,1945000000.0
Change To Operating Activities,-401000000.0,197000000.0,127000000.0,-225000000.0,-510000000.0
Issuance Of Stock,793000000.0,1090000000.0,844000000.0,74000000.0,73000000.0
Net Income,842000000.0,2226000000.0,4739000000.0,3119000000.0,2393000000.0
Change In Cash,155000000.0,-628000000.0,459000000.0,-910000000.0,761000000.0
Total Cash From Operating Activities,6394000000.0,6945000000.0,5781000000.0,6696000000.0,6169000000.0
Depreciation,3457000000.0,3549000000.0,3331000000.0,3905000000.0,3973000000.0
Other Cashflows From Investing Activities,1569000000.0,-350000000.0,-675000000.0,-346000000.0,-497000000.0
Dividends Paid,-2300000000.0,-2425000000.0,-2570000000.0,-2685000000.0,-2777000000.0
Change To Inventory,72000000.0,-53000000.0,-17000000.0,-157000000.0,-130000000.0
Change To Account Receivables,-202000000.0,-426000000.0,630000000.0,-222000000.0,-81000000.0
Other Cashflows From Financing Activities,-669000000.0,2101000000.0,-217000000.0,-233000000.0,-116000000.0
Change To Netincome,3048000000.0,894000000.0,-2453000000.0,61000000.0,586000000.0
Capital Expenditures,-7423000000.0,-8001000000.0,-7555000000.0,-7441000000.0,-7240000000.0
Investments,-152000000.0,-114000000.0,,,
