,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Change To Liabilities,37000000.0,39000000.0,401000000.0,-216000000.0,39000000.0,132000000.0,37000000.0,132000000.0
Total Cashflows From Investing Activities,-1766000000.0,-2237000000.0,-2138000000.0,-2243000000.0,-1783000000.0,-1824000000.0,-1503000000.0,-1555000000.0
Net Borrowings,152000000.0,2208000000.0,-1044000000.0,2248000000.0,713000000.0,869000000.0,935000000.0,610000000.0
Total Cash From Financing Activities,-470000000.0,1362000000.0,-1653000000.0,1734000000.0,-63000000.0,131000000.0,143000000.0,-193000000.0
Change To Operating Activities,44000000.0,293000000.0,220000000.0,-1145000000.0,-3000000.0,-23000000.0,661000000.0,-602000000.0
Issuance Of Stock,7000000.0,4000000.0,11000000.0,14000000.0,10000000.0,38000000.0,11000000.0,38000000.0
Net Income,612000000.0,1251000000.0,387000000.0,1135000000.0,372000000.0,1101000000.0,-215000000.0,1032000000.0
Change In Cash,-283000000.0,1498000000.0,-2315000000.0,733000000.0,-184000000.0,484000000.0,-272000000.0,-156000000.0
Total Cash From Operating Activities,1953000000.0,2373000000.0,1476000000.0,1242000000.0,1662000000.0,2177000000.0,1088000000.0,1592000000.0
Depreciation,967000000.0,987000000.0,1002000000.0,964000000.0,985000000.0,995000000.0,1029000000.0,989000000.0
Other Cashflows From Investing Activities,-59000000.0,-29000000.0,30000000.0,-180000000.0,-28000000.0,-90000000.0,-199000000.0,-99000000.0
Dividends Paid,-677000000.0,-676000000.0,-677000000.0,-678000000.0,-699000000.0,-700000000.0,-700000000.0,-702000000.0
Change To Inventory,-64000000.0,-323000000.0,-45000000.0,456000000.0,-81000000.0,-466000000.0,-39000000.0,422000000.0
Change To Account Receivables,-25000000.0,-167000000.0,-347000000.0,308000000.0,-279000000.0,-27000000.0,-83000000.0,-217000000.0
Other Cashflows From Financing Activities,48000000.0,-174000000.0,57000000.0,150000000.0,-87000000.0,-76000000.0,-103000000.0,-139000000.0
Change To Netincome,22000000.0,261000000.0,-95000000.0,-48000000.0,573000000.0,21000000.0,40000000.0,-106000000.0
Capital Expenditures,-1642000000.0,-2163000000.0,-2076000000.0,-1678000000.0,-1706000000.0,-1838000000.0,-2018000000.0,-1419000000.0
Investments,-1000000.0,-1000000.0,-1000000.0,,,,,
