Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-24,41.45000076293945,57.099998474121094,41.45000076293945,53.900001525878906,778,0,0
2022-01-25,46.25,48.70000076293945,44.869998931884766,48.400001525878906,414,0,0
2022-01-26,41.5,51.0,41.5,51.0,5,0,0
2022-01-27,39.79999923706055,41.20000076293945,35.5,36.93000030517578,479,0,0
2022-01-28,40.849998474121094,43.95000076293945,40.099998474121094,43.29999923706055,1225,0,0
2022-01-31,27.43000030517578,27.43000030517578,22.59000015258789,22.59000015258789,2587,0,0
2022-02-01,22.25,22.25,15.550000190734863,15.550000190734863,1635,0,0
2022-02-02,18.440000534057617,21.100000381469727,18.399999618530273,21.100000381469727,544,0,0
2022-02-03,26.5,30.5,26.5,30.5,85,0,0
2022-02-04,31.700000762939453,32.95000076293945,27.940000534057617,28.0,45,0,0
2022-02-07,30.5,33.349998474121094,30.5,33.349998474121094,9,0,0
2022-02-08,30.5,30.5,30.5,30.5,1,0,0
2022-02-09,26.049999237060547,26.049999237060547,24.84000015258789,24.84000015258789,25,0,0
2022-02-10,25.899999618530273,30.350000381469727,25.600000381469727,30.350000381469727,16,0,0
2022-02-11,26.799999237060547,35.75,25.399999618530273,35.75,72,0,0
2022-02-14,27.850000381469727,33.099998474121094,27.850000381469727,30.90999984741211,73,0,0
2022-02-15,27.6299991607666,27.6299991607666,26.0,26.0,5,0,0
2022-02-16,27.0,32.54999923706055,27.0,32.54999923706055,68,0,0
2022-02-17,32.0,32.0,32.0,32.0,0,0,0
2022-02-18,30.0,33.2400016784668,28.93000030517578,33.20000076293945,115,0,0
2022-02-22,35.150001525878906,41.79999923706055,35.150001525878906,37.29999923706055,58,0,0
2022-02-23,41.0,44.70000076293945,40.75,44.70000076293945,32,0,0
2022-02-24,49.0,49.0,35.400001525878906,35.400001525878906,17,0,0
2022-02-25,35.68000030517578,35.68000030517578,32.29999923706055,33.0,19,0,0
2022-02-28,33.900001525878906,33.900001525878906,30.5,31.670000076293945,35,0,0
2022-03-01,34.25,34.25,34.25,34.25,1,0,0
2022-03-03,42.95000076293945,44.290000915527344,42.20000076293945,44.290000915527344,16,0,0
2022-03-04,44.0,44.0,44.0,44.0,1,0,0
2022-03-07,51.59000015258789,51.59000015258789,49.79999923706055,50.33000183105469,8,0,0
2022-03-08,59.83000183105469,59.83000183105469,59.83000183105469,59.83000183105469,10,0,0
2022-03-09,50.349998474121094,50.349998474121094,50.349998474121094,50.349998474121094,3,0,0
2022-03-10,50.06999969482422,50.06999969482422,48.97999954223633,48.97999954223633,12,0,0
2022-03-14,67.3499984741211,67.3499984741211,67.3499984741211,67.3499984741211,1,0,0
2022-03-15,59.099998474121094,62.20000076293945,57.45000076293945,57.45000076293945,86,0,0
2022-03-16,48.779998779296875,56.060001373291016,48.779998779296875,56.060001373291016,4,0,0
2022-03-17,43.02000045776367,43.02000045776367,39.0,39.0,27,0,0
2022-03-18,36.439998626708984,36.439998626708984,31.6200008392334,32.70000076293945,143,0,0
2022-03-21,34.099998474121094,35.29999923706055,33.709999084472656,35.29999923706055,6,0,0
2022-03-22,30.90999984741211,30.90999984741211,28.200000762939453,28.649999618530273,1610,0,0
2022-03-23,30.25,32.880001068115234,30.25,32.849998474121094,15,0,0
2022-03-28,32.93000030517578,33.900001525878906,30.81999969482422,31.600000381469727,194,0,0
2022-03-29,27.549999237060547,28.799999237060547,23.389999389648438,23.700000762939453,3463,0,0
2022-03-30,26.049999237060547,30.600000381469727,26.049999237060547,30.450000762939453,95,0,0
2022-04-01,34.95000076293945,34.95000076293945,34.5,34.5,17,0,0
2022-04-04,31.43000030517578,31.43000030517578,23.799999237060547,25.049999237060547,731,0,0
2022-04-05,26.399999618530273,31.329999923706055,25.799999237060547,30.610000610351562,223,0,0
2022-04-06,35.47999954223633,40.25,35.47999954223633,37.09000015258789,110,0,0
2022-04-07,43.540000915527344,43.540000915527344,43.529998779296875,43.529998779296875,5,0,0
2022-04-08,42.54999923706055,44.95000076293945,42.54999923706055,44.900001525878906,34,0,0
2022-04-11,49.47999954223633,49.47999954223633,48.84000015258789,48.84000015258789,3,0,0
2022-04-12,44.900001525878906,45.56999969482422,44.900001525878906,45.56999969482422,3,0,0
2022-04-13,50.900001525878906,52.25,48.65999984741211,48.65999984741211,230,0,0
2022-04-14,51.11000061035156,52.150001525878906,51.11000061035156,52.150001525878906,2,0,0
2022-04-18,59.75,59.75,59.75,59.75,5,0,0
2022-04-19,50.900001525878906,50.900001525878906,49.099998474121094,49.099998474121094,11,0,0
2022-04-20,143.6300048828125,170.6300048828125,143.6300048828125,166.61000061035156,201,0,0
2022-04-21,164.6999969482422,176.24000549316406,164.6999969482422,168.5,111,0,0
2022-04-22,169.00999450683594,177.0,169.00999450683594,173.5,15,0,0
2022-04-25,176.27000427246094,182.0,176.27000427246094,181.77000427246094,29,0,0
2022-04-26,182.77000427246094,184.8300018310547,182.77000427246094,184.8300018310547,12,0,0
2022-04-27,191.9499969482422,199.0,191.9499969482422,196.8000030517578,5,0,0
2022-04-28,199.5,199.5,199.5,199.5,1,0,0
2022-05-05,191.00999450683594,191.00999450683594,191.00999450683594,191.00999450683594,1,0,0
