,2020-07-03,2020-10-02,2021-01-01,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01,2022-07-01
Investments,6000000.0,7000000.0,3000000.0,3000000.0,18000000.0,-3000000.0,19000000.0,13000000.0,13000000.0
Change To Liabilities,-30000000.0,-24000000.0,-51000000.0,135000000.0,-74000000.0,28000000.0,35000000.0,146000000.0,19000000.0
Total Cashflows From Investing Activities,-108000000.0,-104000000.0,-159000000.0,-97000000.0,-106000000.0,-120000000.0,-76000000.0,-97000000.0,-59000000.0
Total Cash From Financing Activities,-177000000.0,-251000000.0,-179000000.0,-868000000.0,-375000000.0,-594000000.0,99000000.0,-760000000.0,-644000000.0
Change To Operating Activities,72000000.0,-71000000.0,30000000.0,-66000000.0,83000000.0,-67000000.0,14000000.0,-69000000.0,-14000000.0
Net Income,166000000.0,223000000.0,280000000.0,329000000.0,482000000.0,526000000.0,501000000.0,346000000.0,276000000.0
Change In Cash,110000000.0,-58000000.0,135000000.0,-587000000.0,-3000000.0,-218000000.0,544000000.0,-397000000.0,-523000000.0
Repurchase Of Stock,-56000000.0,-99000000.0,-1001000000.0,-752000000.0,-228000000.0,-468000000.0,-473000000.0,-417000000.0,-492000000.0
Total Cash From Operating Activities,388000000.0,297000000.0,473000000.0,378000000.0,478000000.0,496000000.0,521000000.0,460000000.0,180000000.0
Depreciation,100000000.0,99000000.0,96000000.0,99000000.0,103000000.0,104000000.0,108000000.0,112000000.0,127000000.0
Dividends Paid,-168000000.0,-167000000.0,-167000000.0,-161000000.0,-154000000.0,-153000000.0,-151000000.0,-154000000.0,-152000000.0
Change To Inventory,-40000000.0,-181000000.0,5000000.0,35000000.0,77000000.0,16000000.0,-99000000.0,-192000000.0,-86000000.0
Change To Account Receivables,45000000.0,249000000.0,66000000.0,-177000000.0,-180000000.0,-143000000.0,-98000000.0,55000000.0,-188000000.0
Change To Netincome,75000000.0,2000000.0,47000000.0,23000000.0,-13000000.0,32000000.0,60000000.0,62000000.0,46000000.0
Capital Expenditures,-114000000.0,-111000000.0,-159000000.0,-104000000.0,-124000000.0,-117000000.0,-95000000.0,-97000000.0,-72000000.0
Net Borrowings,44000000.0,-13000000.0,992000000.0,-6000000.0,-6000000.0,-6000000.0,725000000.0,-220000000.0,
Issuance Of Stock,3000000.0,29000000.0,11000000.0,55000000.0,13000000.0,33000000.0,4000000.0,31000000.0,
Other Cashflows From Financing Activities,-1000000.0,-1000000.0,-14000000.0,-4000000.0,-6000000.0,-6000000.0,-6000000.0,,
Effect Of Exchange Rate,7000000.0,,,,,,,,
