,2017-06-30,2018-06-29,2019-06-28,2020-07-03,2021-07-02
Intangible Assets,281000000.0,188000000.0,111000000.0,58000000.0,29000000.0
Capital Surplus,5595000000.0,5708000000.0,6545000000.0,6757000000.0,6977000000.0
Total Liab,7904000000.0,7745000000.0,6723000000.0,7143000000.0,8044000000.0
Total Stockholder Equity,1364000000.0,1665000000.0,2162000000.0,1787000000.0,631000000.0
Other Current Liab,481000000.0,240000000.0,263000000.0,238000000.0,221000000.0
Total Assets,9268000000.0,9410000000.0,8885000000.0,8930000000.0,8675000000.0
Other Current Assets,4000000.0,4000000.0,184000000.0,133000000.0,206000000.0
Retained Earnings,-4771000000.0,-4696000000.0,-4349000000.0,-4904000000.0,-6305000000.0
Other Liab,175000000.0,373000000.0,238000000.0,216000000.0,190000000.0
Good Will,1238000000.0,1237000000.0,1237000000.0,1237000000.0,1237000000.0
Treasury Stock,540000000.0,653000000.0,-34000000.0,-66000000.0,-41000000.0
Other Assets,708000000.0,490000000.0,1184000000.0,1136000000.0,1126000000.0
Cash,2539000000.0,1853000000.0,2220000000.0,1722000000.0,1209000000.0
Total Current Liabilities,2708000000.0,3052000000.0,2232000000.0,2722000000.0,2921000000.0
Deferred Long Term Asset Charges,609000000.0,417000000.0,1114000000.0,1120000000.0,1117000000.0
Short Long Term Debt,,499000000.0,,46000000.0,259000000.0
Other Stockholder Equity,540000000.0,653000000.0,-34000000.0,-66000000.0,-41000000.0
Property Plant Equipment,1950000000.0,1816000000.0,1869000000.0,2232000000.0,2278000000.0
Total Current Assets,4966000000.0,4286000000.0,4363000000.0,4114000000.0,3779000000.0
Long Term Investments,125000000.0,1393000000.0,121000000.0,153000000.0,226000000.0
Net Tangible Assets,-155000000.0,240000000.0,814000000.0,492000000.0,-635000000.0
Short Term Investments,,,,2000000.0,2000000.0
Net Receivables,1399000000.0,1338000000.0,989000000.0,1115000000.0,1158000000.0
Long Term Debt,5021000000.0,4320000000.0,4253000000.0,4156000000.0,4894000000.0
Inventory,982000000.0,1053000000.0,970000000.0,1142000000.0,1204000000.0
Accounts Payable,1626000000.0,1728000000.0,1420000000.0,1808000000.0,1725000000.0
Common Stock,,,2162000000.0,,
