,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,9823000.0,40181000.0,21800000.0,-6900000.0,-23300000.0
Total Cashflows From Investing Activities,-1269491000.0,-669891000.0,-415800000.0,-381500000.0,-1874100000.0
Net Borrowings,736692000.0,90945000.0,-133000000.0,498400000.0,134800000.0
Total Cash From Financing Activities,503440000.0,-265128000.0,-338200000.0,234600000.0,-94300000.0
Change To Operating Activities,-83493000.0,-75409000.0,-111000000.0,-55900000.0,-123300000.0
Net Income,601185000.0,515805000.0,617700000.0,584500000.0,670800000.0
Change In Cash,-121373000.0,-102242000.0,230100000.0,923500000.0,-956500000.0
Repurchase Of Stock,-85626000.0,-165829000.0,-41100000.0,-48200000.0,-19100000.0
Total Cash From Operating Activities,644678000.0,832777000.0,984100000.0,1070400000.0,1011900000.0
Depreciation,305965000.0,346246000.0,374600000.0,396800000.0,463000000.0
Other Cashflows From Investing Activities,-3248000.0,-12850000.0,-11900000.0,11400000.0,100000.0
Dividends Paid,-132335000.0,-148109000.0,-164000000.0,-180200000.0,-196400000.0
Change To Inventory,-14121000.0,-34976000.0,-28300000.0,9800000.0,8300000.0
Change To Account Receivables,-81561000.0,63230000.0,-29700000.0,13400000.0,-42000000.0
Other Cashflows From Financing Activities,-15291000.0,-42135000.0,-100000.0,-35400000.0,-13600000.0
Change To Netincome,-93120000.0,-22300000.0,139000000.0,128700000.0,58400000.0
Capital Expenditures,-459566000.0,-469088000.0,-384100000.0,-362200000.0,-451300000.0
