,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,390718000.0,389942000.0,418770000.0,416247000.0,410651000.0,402538000.0,484784000.0
Capital Surplus,88640000.0,99161000.0,101757000.0,95824000.0,98842000.0,102484000.0,105629000.0
Total Liab,973552000.0,873350000.0,904540000.0,887945000.0,871009000.0,803184000.0,898822000.0
Total Stockholder Equity,862830000.0,932716000.0,941360000.0,988935000.0,1050684000.0,1101629000.0,1082048000.0
Other Current Liab,227162000.0,203902000.0,194793000.0,236364000.0,224548000.0,212478000.0,218328000.0
Total Assets,1836382000.0,1806066000.0,1845900000.0,1876880000.0,1921693000.0,1904813000.0,1980870000.0
Common Stock,327759000.0,327749000.0,491612000.0,492124000.0,492079000.0,492049000.0,491911000.0
Other Current Assets,41626000.0,43527000.0,35404000.0,39229000.0,49546000.0,48663000.0,39722000.0
Retained Earnings,475594000.0,528959000.0,358888000.0,412142000.0,470653000.0,524561000.0,500919000.0
Other Liab,107933000.0,109041000.0,105320000.0,105399000.0,100211000.0,99057000.0,98890000.0
Good Will,602310000.0,619656000.0,653176000.0,659795000.0,664118000.0,665645000.0,721819000.0
Treasury Stock,-29163000.0,-23153000.0,-10897000.0,-11155000.0,-10890000.0,-17465000.0,-16411000.0
Other Assets,74238000.0,66462000.0,68783000.0,70553000.0,77615000.0,80253000.0,82046000.0
Cash,134829000.0,95440000.0,98477000.0,117322000.0,128528000.0,117655000.0,105301000.0
Total Current Liabilities,478173000.0,469139000.0,472511000.0,507788000.0,518744000.0,477496000.0,491162000.0
Deferred Long Term Asset Charges,2105000.0,2165000.0,2222000.0,2649000.0,2653000.0,2568000.0,2948000.0
Short Long Term Debt,13200000.0,16325000.0,17188000.0,18950000.0,18850000.0,18750000.0,18750000.0
Other Stockholder Equity,-29163000.0,-23153000.0,-10897000.0,-11155000.0,-10890000.0,-17465000.0,-16411000.0
Property Plant Equipment,406015000.0,398170000.0,390394000.0,396242000.0,392984000.0,382923000.0,339841000.0
Total Current Assets,363101000.0,331836000.0,314777000.0,334043000.0,376325000.0,373454000.0,352380000.0
Net Tangible Assets,-130198000.0,-76882000.0,-130586000.0,-87107000.0,-24085000.0,33446000.0,-124555000.0
Net Receivables,152582000.0,162483000.0,150053000.0,144847000.0,168299000.0,180160000.0,165731000.0
Long Term Debt,242600000.0,154375000.0,185812000.0,96250000.0,69250000.0,49250000.0,136250000.0
Inventory,34064000.0,30386000.0,30843000.0,32645000.0,29952000.0,26976000.0,28926000.0
Accounts Payable,48037000.0,56393000.0,64596000.0,66586000.0,74815000.0,38509000.0,44568000.0
Short Term Investments,,,,,,,12700000.0
