,2018-03-30,2019-03-29,2020-04-03,2021-04-02,2022-04-01
Intangible Assets,2643000000.0,1202000000.0,1067000000.0,1116000000.0,1023000000.0
Total Liab,10736000000.0,10200000000.0,7725000000.0,6861000000.0,7036000000.0
Total Stockholder Equity,5023000000.0,5738000000.0,10000000.0,-500000000.0,-93000000.0
Other Current Liab,2740000000.0,2439000000.0,1244000000.0,1321000000.0,1373000000.0
Total Assets,15759000000.0,15938000000.0,7735000000.0,6361000000.0,6943000000.0
Common Stock,4691000000.0,4812000000.0,3356000000.0,2229000000.0,1851000000.0
Other Current Assets,214000000.0,169000000.0,357000000.0,248000000.0,80000000.0
Retained Earnings,328000000.0,933000000.0,-3330000000.0,-2776000000.0,-1940000000.0
Other Liab,2540000000.0,2473000000.0,1565000000.0,1371000000.0,1160000000.0
Good Will,8319000000.0,2677000000.0,2585000000.0,2867000000.0,2873000000.0
Treasury Stock,4000000.0,-7000000.0,-16000000.0,47000000.0,-4000000.0
Other Assets,217000000.0,7994000000.0,491000000.0,501000000.0,475000000.0
Cash,1774000000.0,1791000000.0,2177000000.0,933000000.0,1887000000.0
Total Current Liabilities,3170000000.0,3766000000.0,2622000000.0,2136000000.0,3065000000.0
Deferred Long Term Asset Charges,46000000.0,830000000.0,387000000.0,355000000.0,351000000.0
Short Long Term Debt,,491000000.0,756000000.0,313000000.0,1000000000.0
Other Stockholder Equity,4000000.0,-7000000.0,-16000000.0,47000000.0,-4000000.0
Property Plant Equipment,778000000.0,663000000.0,326000000.0,154000000.0,134000000.0
Total Current Assets,3493000000.0,3186000000.0,3079000000.0,1538000000.0,2260000000.0
Long Term Investments,309000000.0,216000000.0,187000000.0,185000000.0,178000000.0
Net Tangible Assets,-5939000000.0,1859000000.0,-3642000000.0,-4483000000.0,-3989000000.0
Short Term Investments,388000000.0,252000000.0,86000000.0,18000000.0,4000000.0
Net Receivables,940000000.0,838000000.0,349000000.0,244000000.0,182000000.0
Long Term Debt,5026000000.0,3961000000.0,3465000000.0,3288000000.0,2736000000.0
Accounts Payable,168000000.0,165000000.0,87000000.0,52000000.0,63000000.0
Deferred Long Term Liab,35000000.0,,,,
