,2018-03-30,2019-03-29,2020-04-03,2021-04-02
Investments,-387000000.0,139000000.0,547000000.0,68000000.0
Change To Liabilities,487000000.0,202000000.0,-182000000.0,74000000.0
Total Cashflows From Investing Activities,-21000000.0,-241000000.0,11379000000.0,-69000000.0
Net Borrowings,-3210000000.0,-600000000.0,-568000000.0,-1191000000.0
Total Cash From Financing Activities,-3475000000.0,-1209000000.0,-10123000000.0,-1903000000.0
Change To Operating Activities,-286000000.0,88000000.0,-299000000.0,55000000.0
Issuance Of Stock,121000000.0,19000000.0,123000000.0,24000000.0
Net Income,1138000000.0,31000000.0,3887000000.0,554000000.0
Change In Cash,-2473000000.0,17000000.0,386000000.0,-1244000000.0
Repurchase Of Stock,-107000000.0,-407000000.0,-1659000000.0,-362000000.0
Effect Of Exchange Rate,73000000.0,-28000000.0,-9000000.0,22000000.0
Total Cash From Operating Activities,950000000.0,1495000000.0,-861000000.0,706000000.0
Depreciation,239000000.0,217000000.0,201000000.0,119000000.0
Other Cashflows From Investing Activities,-24000000.0,-19000000.0,3000000.0,-5000000.0
Dividends Paid,-211000000.0,-217000000.0,-252299000.0,-373000000.0
Change To Account Receivables,-170000000.0,113000000.0,583000000.0,3000000.0
Other Cashflows From Financing Activities,-68000000.0,-4000000.0,-538000000.0,-1000000.0
Change To Netincome,-1369000000.0,747000000.0,-5464000000.0,169000000.0
Capital Expenditures,-142000000.0,-207000000.0,-89000000.0,-6000000.0
