,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Total Liab,9160000000.0,8203000000.0,8229000000.0,7580000000.0,6885000000.0
Total Stockholder Equity,8899000000.0,9046000000.0,8177000000.0,8731000000.0,10767000000.0
Other Current Liab,141000000.0,30000000.0,24000000.0,75000000.0,106000000.0
Total Assets,18059000000.0,17249000000.0,16406000000.0,16311000000.0,17652000000.0
Common Stock,944000000.0,933000000.0,932000000.0,934000000.0,934000000.0
Other Current Assets,98000000.0,405000000.0,649000000.0,139000000.0,205000000.0
Retained Earnings,1078000000.0,1093000000.0,-3000000.0,411000000.0,2131000000.0
Other Liab,1763000000.0,845000000.0,953000000.0,1198000000.0,734000000.0
Treasury Stock,6877000000.0,7020000000.0,7248000000.0,7386000000.0,7702000000.0
Other Assets,1239000000.0,689000000.0,366000000.0,415000000.0,419000000.0
Cash,824000000.0,334000000.0,139000000.0,495000000.0,1879000000.0
Total Current Liabilities,1165000000.0,1939000000.0,1006000000.0,950000000.0,954000000.0
Deferred Long Term Asset Charges,268000000.0,15000000.0,72000000.0,120000000.0,17000000.0
Other Stockholder Equity,6877000000.0,7020000000.0,7248000000.0,7386000000.0,7702000000.0
Property Plant Equipment,15105000000.0,14958000000.0,14429000000.0,14287000000.0,14098000000.0
Total Current Assets,1715000000.0,1602000000.0,1611000000.0,1609000000.0,3135000000.0
Net Tangible Assets,8899000000.0,9046000000.0,8177000000.0,8731000000.0,10767000000.0
Net Receivables,410000000.0,474000000.0,407000000.0,532000000.0,531000000.0
Long Term Debt,6232000000.0,5419000000.0,6147000000.0,5325000000.0,5099000000.0
Inventory,383000000.0,389000000.0,416000000.0,443000000.0,520000000.0
Accounts Payable,249000000.0,222000000.0,246000000.0,204000000.0,281000000.0
Short Long Term Debt,271000000.0,802000000.0,,150000000.0,
