,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
Total Liab,8052000000.0,7829000000.0,7580000000.0,7546000000.0,7430000000.0
Total Stockholder Equity,8202000000.0,8527000000.0,8731000000.0,9328000000.0,10400000000.0
Other Current Liab,41000000.0,89000000.0,75000000.0,115000000.0,235000000.0
Total Assets,16254000000.0,16356000000.0,16311000000.0,16874000000.0,17830000000.0
Common Stock,933000000.0,933000000.0,934000000.0,936000000.0,937000000.0
Other Current Assets,131000000.0,300000000.0,139000000.0,141000000.0,370000000.0
Retained Earnings,-37000000.0,246000000.0,411000000.0,962000000.0,1861000000.0
Other Liab,1029000000.0,1023000000.0,1198000000.0,1286000000.0,1152000000.0
Treasury Stock,7306000000.0,7348000000.0,7386000000.0,7430000000.0,7602000000.0
Other Assets,480000000.0,510000000.0,415000000.0,513000000.0,503000000.0
Cash,643000000.0,787000000.0,495000000.0,1016000000.0,1777000000.0
Total Current Liabilities,724000000.0,832000000.0,950000000.0,935000000.0,1178000000.0
Deferred Long Term Asset Charges,65000000.0,44000000.0,120000000.0,106000000.0,71000000.0
Short Long Term Debt,,,150000000.0,150000000.0,150000000.0
Other Stockholder Equity,7306000000.0,7348000000.0,7386000000.0,7430000000.0,7602000000.0
Property Plant Equipment,14123000000.0,13800000000.0,14287000000.0,14103000000.0,13972000000.0
Total Current Assets,1651000000.0,2046000000.0,1609000000.0,2258000000.0,3355000000.0
Net Tangible Assets,8202000000.0,8527000000.0,8731000000.0,9328000000.0,10400000000.0
Net Receivables,468000000.0,548000000.0,532000000.0,596000000.0,709000000.0
Long Term Debt,6299000000.0,5974000000.0,5325000000.0,5325000000.0,5100000000.0
Inventory,409000000.0,411000000.0,443000000.0,505000000.0,499000000.0
Accounts Payable,199000000.0,215000000.0,204000000.0,236000000.0,253000000.0
