,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,719388000.0,617607000.0,421246000.0,325294000.0,459861000.0
Capital Surplus,13053057000.0,13076528000.0,14056453000.0,14171262000.0,15498956000.0
Total Liab,12863866000.0,12124820000.0,13873078000.0,13415723000.0,13491743000.0
Total Stockholder Equity,10866226000.0,10215857000.0,10445892000.0,10180167000.0,10854385000.0
Minority Interest,224449000.0,243878000.0,373238000.0,333514000.0,371658000.0
Other Current Liab,65700000.0,4766000.0,18211000.0,31584000.0,23140000.0
Total Assets,23954541000.0,22584555000.0,24692208000.0,23929404000.0,24717786000.0
Common Stock,89029000.0,89125000.0,93185000.0,93635000.0,99838000.0
Other Current Assets,172311000.0,64641000.0,125266000.0,47921000.0,75271000.0
Retained Earnings,-2240698000.0,-2930214000.0,-3669050000.0,-4030376000.0,-4679889000.0
Other Liab,652919000.0,405067000.0,363420000.0,206314000.0,165825000.0
Good Will,1034644000.0,1050548000.0,1051161000.0,1051650000.0,1046140000.0
Treasury Stock,-35162000.0,-19582000.0,-34696000.0,-54354000.0,-64520000.0
Other Assets,1481618000.0,625604000.0,926390000.0,790190000.0,739477000.0
Cash,81355000.0,72277000.0,106363000.0,413327000.0,149725000.0
Total Current Liabilities,934885000.0,986054000.0,1099689000.0,1128443000.0,1122468000.0
Deferred Long Term Asset Charges,,,47495000.0,9987000.0,11152000.0
Other Stockholder Equity,-35120000.0,-19582000.0,-34564000.0,-54354000.0,-64520000.0
Property Plant Equipment,19909562000.0,19481673000.0,21318476000.0,20229400000.0,21364247000.0
Total Current Assets,581287000.0,441105000.0,574186000.0,688036000.0,420897000.0
Long Term Investments,228042000.0,368018000.0,400749000.0,844834000.0,687164000.0
Net Tangible Assets,9112194000.0,8547702000.0,8973485000.0,8803223000.0,9348384000.0
Net Receivables,327621000.0,304187000.0,342557000.0,226788000.0,195901000.0
Long Term Debt,11276062000.0,10733699000.0,12158773000.0,11895412000.0,12027544000.0
Accounts Payable,775227000.0,881621000.0,970363000.0,961052000.0,971398000.0
