,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,351392000.0,338299000.0,325294000.0,308103000.0,290773000.0,485575000.0,459861000.0
Capital Surplus,14118119000.0,14142349000.0,14171262000.0,14186692000.0,14187577000.0,15504210000.0,15498956000.0
Total Liab,13957558000.0,13683633000.0,13415723000.0,13236024000.0,13267748000.0,13596935000.0,13491743000.0
Total Stockholder Equity,10311212000.0,10196852000.0,10180167000.0,9970155000.0,9882699000.0,11076716000.0,10854385000.0
Minority Interest,320618000.0,339998000.0,333514000.0,346084000.0,353867000.0,370773000.0,371658000.0
Other Current Liab,5773000.0,1987000.0,31584000.0,3853000.0,4568000.0,20518000.0,23140000.0
Total Assets,24589388000.0,24220483000.0,23929404000.0,23552263000.0,23504314000.0,25044424000.0,24717786000.0
Common Stock,93261000.0,93467000.0,93635000.0,93750000.0,93784000.0,99777000.0,99838000.0
Other Current Assets,118129000.0,55895000.0,47921000.0,100411000.0,130933000.0,369521000.0,75271000.0
Retained Earnings,-3816460000.0,-3972647000.0,-4030376000.0,-4257001000.0,-4340052000.0,-4459630000.0,-4679889000.0
Other Liab,207948000.0,201018000.0,206314000.0,205744000.0,204297000.0,174889000.0,165825000.0
Good Will,1050115000.0,1050742000.0,1051650000.0,1051780000.0,1051832000.0,1046070000.0,1046140000.0
Treasury Stock,-83708000.0,-66317000.0,-54354000.0,-53286000.0,-58610000.0,-67641000.0,-64520000.0
Other Assets,860633000.0,808285000.0,790190000.0,788726000.0,805203000.0,750997000.0,739477000.0
Cash,992824000.0,588343000.0,413327000.0,169661000.0,233837000.0,143770000.0,149725000.0
Total Current Liabilities,970662000.0,1187441000.0,1128443000.0,1064555000.0,1096422000.0,1143660000.0,1122468000.0
Deferred Long Term Asset Charges,304000.0,304000.0,9987000.0,11610000.0,11486000.0,11496000.0,11152000.0
Other Stockholder Equity,-82761000.0,-65042000.0,-54354000.0,-52497000.0,-58290000.0,-67601000.0,-64520000.0
Property Plant Equipment,20546209000.0,20644861000.0,20229400000.0,20018203000.0,19843687000.0,21313894000.0,21364247000.0
Total Current Assets,1305789000.0,865243000.0,688036000.0,500501000.0,595225000.0,750871000.0,420897000.0
Long Term Investments,475250000.0,513053000.0,844834000.0,884950000.0,917594000.0,697017000.0,687164000.0
Net Tangible Assets,8909705000.0,8807811000.0,8803223000.0,8610272000.0,8540094000.0,9545071000.0,9348384000.0
Net Receivables,194836000.0,221005000.0,226788000.0,230429000.0,230455000.0,237580000.0,195901000.0
Long Term Debt,12530036000.0,12047919000.0,11895412000.0,11759299000.0,11761545000.0,12078835000.0,12027544000.0
Accounts Payable,847202000.0,1087626000.0,961052000.0,969312000.0,985971000.0,1033129000.0,971398000.0
