,2020-06-28,2020-09-27,2020-12-31,2021-04-04,2021-07-04,2021-10-03,2021-12-31,2022-04-03,2022-07-03
Intangible Assets,2824000000.0,2380000000.0,2242000000.0,2057000000.0,1891000000.0,1741000000.0,1694000000.0,,1527000000.0
Capital Surplus,15228000000.0,15314000000.0,14133000000.0,14224000000.0,14312000000.0,14392000000.0,13727000000.0,,13904000000.0
Total Liab,12002000000.0,12049000000.0,10696000000.0,10871000000.0,12953000000.0,13038000000.0,14094000000.0,,15313000000.0
Total Stockholder Equity,8862000000.0,8876000000.0,8944000000.0,8303000000.0,7442000000.0,6738000000.0,6528000000.0,,6962000000.0
Minority Interest,193000000.0,197000000.0,207000000.0,218000000.0,227000000.0,234000000.0,242000000.0,,264000000.0
Other Current Liab,855000000.0,904000000.0,60000000.0,1232000000.0,758000000.0,783000000.0,668000000.0,939000000.0,1016000000.0
Total Assets,21057000000.0,21122000000.0,19847000000.0,19392000000.0,20622000000.0,20010000000.0,20864000000.0,,22539000000.0
Common Stock,64000000.0,64000000.0,59000000.0,59000000.0,59000000.0,59000000.0,56000000.0,,56000000.0
Other Current Assets,240000000.0,219000000.0,254000000.0,293000000.0,274000000.0,266000000.0,286000000.0,,317000000.0
Retained Earnings,-3155000000.0,-3313000000.0,-4328000000.0,-4136000000.0,-3897000000.0,-3730000000.0,-5371000000.0,,-4522000000.0
Other Liab,818000000.0,845000000.0,872000000.0,995000000.0,1026000000.0,1006000000.0,866000000.0,,1212000000.0
Good Will,9946000000.0,9959000000.0,9984000000.0,9968000000.0,9971000000.0,9968000000.0,9961000000.0,,9930000000.0
Treasury Stock,-3275000000.0,-3189000000.0,-920000000.0,-1844000000.0,-3032000000.0,-3983000000.0,-1884000000.0,,-2476000000.0
Other Assets,544000000.0,709000000.0,981000000.0,1016000000.0,1074000000.0,1049000000.0,1525000000.0,1684000000.0,1838000000.0
Cash,3266000000.0,3566000000.0,2275000000.0,1842000000.0,2910000000.0,2303000000.0,2830000000.0,,3545000000.0
Total Current Liabilities,2992000000.0,3411000000.0,2017000000.0,2265000000.0,2336000000.0,3438000000.0,2452000000.0,,2941000000.0
Other Stockholder Equity,50000000.0,90000000.0,117000000.0,61000000.0,70000000.0,45000000.0,48000000.0,,-52000000.0
Property Plant Equipment,2528000000.0,2470000000.0,2297000000.0,2304000000.0,2375000000.0,2510000000.0,2438000000.0,,2914000000.0
Total Current Assets,5215000000.0,5604000000.0,4324000000.0,4024000000.0,5291000000.0,4721000000.0,5228000000.0,,6320000000.0
Long Term Investments,,,19000000.0,23000000.0,20000000.0,21000000.0,18000000.0,17000000.0,10000000.0
Net Tangible Assets,-3908000000.0,-3463000000.0,-3282000000.0,-3722000000.0,-4420000000.0,-4971000000.0,-5127000000.0,,-4495000000.0
Net Receivables,481000000.0,755000000.0,765000000.0,833000000.0,991000000.0,979000000.0,923000000.0,,996000000.0
Long Term Debt,8004000000.0,7607000000.0,7609000000.0,7611000000.0,9591000000.0,8594000000.0,10572000000.0,,11160000000.0
Inventory,1228000000.0,1064000000.0,1030000000.0,1056000000.0,1116000000.0,1173000000.0,1189000000.0,,1462000000.0
Accounts Payable,729000000.0,697000000.0,991000000.0,1033000000.0,1167000000.0,1140000000.0,1252000000.0,,1462000000.0
Deferred Long Term Asset Charges,,,477000000.0,,,,441000000.0,,
Short Long Term Debt,1349000000.0,1749000000.0,,,,999000000.0,,,
