,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,5863000000.0,4467000000.0,3620000000.0,2242000000.0,1694000000.0
Capital Surplus,15960000000.0,15460000000.0,15184000000.0,14133000000.0,13727000000.0
Total Liab,10333000000.0,10840000000.0,10361000000.0,10696000000.0,14094000000.0
Total Stockholder Equity,13527000000.0,10505000000.0,9441000000.0,8944000000.0,6528000000.0
Minority Interest,189000000.0,185000000.0,214000000.0,207000000.0,242000000.0
Other Current Liab,74000000.0,60000000.0,32000000.0,60000000.0,668000000.0
Total Assets,24049000000.0,21530000000.0,20016000000.0,19847000000.0,20864000000.0
Common Stock,71000000.0,67000000.0,64000000.0,59000000.0,56000000.0
Other Current Assets,382000000.0,365000000.0,363000000.0,254000000.0,286000000.0
Retained Earnings,-2339000000.0,-1907000000.0,-2845000000.0,-4328000000.0,-5371000000.0
Other Liab,1801000000.0,1208000000.0,1004000000.0,872000000.0,866000000.0
Good Will,8866000000.0,8857000000.0,9949000000.0,9984000000.0,9961000000.0
Treasury Stock,-165000000.0,-3115000000.0,-2962000000.0,-920000000.0,-1884000000.0
Other Assets,1153000000.0,823000000.0,758000000.0,981000000.0,1525000000.0
Cash,3547000000.0,2789000000.0,1045000000.0,2275000000.0,2830000000.0
Total Current Liabilities,2718000000.0,3385000000.0,1791000000.0,2017000000.0,2452000000.0
Deferred Long Term Asset Charges,324000000.0,293000000.0,293000000.0,477000000.0,441000000.0
Other Stockholder Equity,177000000.0,123000000.0,75000000.0,117000000.0,48000000.0
Property Plant Equipment,2123000000.0,2158000000.0,2421000000.0,2297000000.0,2438000000.0
Total Current Assets,6044000000.0,5225000000.0,3267000000.0,4324000000.0,5228000000.0
Long Term Investments,,,1000000.0,19000000.0,18000000.0
Net Tangible Assets,-1202000000.0,-2819000000.0,-4128000000.0,-3282000000.0,-5127000000.0
Net Receivables,879000000.0,792000000.0,667000000.0,765000000.0,923000000.0
Long Term Debt,5785000000.0,6220000000.0,7365000000.0,7609000000.0,10572000000.0
Inventory,1236000000.0,1279000000.0,1192000000.0,1030000000.0,1189000000.0
Accounts Payable,1146000000.0,999000000.0,944000000.0,991000000.0,1252000000.0
Short Long Term Debt,751000000.0,1107000000.0,,,
