,2021-04-30,2021-01-31,2020-10-31,2020-07-31
Intangible Assets,6041200000.0,6099400000.0,6312800000.0,6371600000.0
Capital Surplus,5527600000.0,5591600000.0,5803100000.0,5795300000.0
Total Liab,8159400000.0,8217800000.0,8414700000.0,8557100000.0
Total Stockholder Equity,8124800000.0,8211600000.0,8515000000.0,8345200000.0
Other Current Liab,215100000.0,426700000.0,302100000.0,370400000.0
Total Assets,16284200000.0,16429400000.0,16929700000.0,16902300000.0
Common Stock,27100000.0,27400000.0,28500000.0,28500000.0
Other Current Assets,113800000.0,74400000.0,90700000.0,95600000.0
Retained Earnings,2847500000.0,2896100000.0,3010900000.0,2882300000.0
Other Liab,1659800000.0,1647200000.0,1698800000.0,1695500000.0
Good Will,6023600000.0,6016900000.0,6311800000.0,6310700000.0
Treasury Stock,-277400000.0,-303500000.0,-327500000.0,-360900000.0
Other Assets,103200000.0,148700000.0,151900000.0,148300000.0
Cash,334300000.0,501500000.0,405600000.0,396600000.0
Total Current Liabilities,2867500000.0,2532400000.0,2692800000.0,2073100000.0
Short Long Term Debt,1152900000.0,755400000.0,957300000.0,399800000.0
Other Stockholder Equity,-277400000.0,-303500000.0,-327500000.0,-360900000.0
Property Plant Equipment,2143500000.0,2085700000.0,2086100000.0,2086900000.0
Total Current Assets,1941700000.0,2078700000.0,2067100000.0,1984800000.0
Long Term Investments,31000000.0,,,
Net Tangible Assets,-3940000000.0,-3904700000.0,-4109600000.0,-4337100000.0
Net Receivables,533700000.0,604900000.0,577000000.0,497600000.0
Long Term Debt,3516800000.0,3915300000.0,3914500000.0,4672800000.0
Inventory,959900000.0,897900000.0,993800000.0,995000000.0
Accounts Payable,1034100000.0,896700000.0,857200000.0,780600000.0
