,2021-04-30,2021-01-31,2020-10-31,2020-07-31
Change To Liabilities,118200000.0,35200000.0,66400000.0,41100000.0
Total Cashflows From Investing Activities,-108000000.0,520000000.0,-51700000.0,-49200000.0
Net Borrowings,-84000000.0,-314100000.0,-216100000.0,-252200000.0
Total Cash From Financing Activities,-353300000.0,-914800000.0,-318500000.0,-357300000.0
Change To Operating Activities,-62600000.0,35000000.0,66900000.0,7400000.0
Issuance Of Stock,3800000.0,3800000.0,700000.0,700000.0
Net Income,147000000.0,261500000.0,230800000.0,237000000.0
Change In Cash,-167200000.0,95900000.0,9000000.0,5500000.0
Repurchase Of Stock,-174300000.0,-497900000.0,-1600000.0,-4600000.0
Effect Of Exchange Rate,3100000.0,4400000.0,500000.0,3000000.0
Total Cash From Operating Activities,291000000.0,486300000.0,378700000.0,409000000.0
Depreciation,114700000.0,110500000.0,113600000.0,113700000.0
Other Cashflows From Investing Activities,5300000.0,20400000.0,700000.0,27400000.0
Dividends Paid,-98400000.0,-102400000.0,-102300000.0,-100100000.0
Change To Inventory,-59500000.0,46600000.0,1000000.0,-98500000.0
Change To Account Receivables,72400000.0,-26200000.0,-79300000.0,55100000.0
Other Cashflows From Financing Activities,-400000.0,-400000.0,800000.0,-400000.0
Change To Netincome,-1500000.0,-20500000.0,46800000.0,9800000.0
Capital Expenditures,-108000000.0,-69700000.0,-52400000.0,-76600000.0
