,2018-04-30,2019-04-30,2020-04-30,2021-04-30
Change To Liabilities,19000000.0,43700000.0,181600000.0,260900000.0
Total Cashflows From Investing Activities,-277600000.0,-1924200000.0,-271500000.0,311100000.0
Net Borrowings,-560700000.0,1082000000.0,-287600000.0,-866400000.0
Total Cash From Financing Activities,-922000000.0,699000000.0,-688700000.0,-1943900000.0
Change To Operating Activities,7700000.0,55200000.0,14100000.0,46700000.0
Issuance Of Stock,3900000.0,7100000.0,7100000.0,4500000.0
Net Income,1338600000.0,514400000.0,779500000.0,876300000.0
Change In Cash,25800000.0,-91300000.0,289800000.0,-56800000.0
Repurchase Of Stock,-7000000.0,-5400000.0,-4200000.0,-678400000.0
Effect Of Exchange Rate,7400000.0,-7300000.0,-4800000.0,11000000.0
Total Cash From Operating Activities,1218000000.0,1141200000.0,1254800000.0,1565000000.0
Depreciation,413100000.0,446300000.0,446500000.0,452500000.0
Other Cashflows From Investing Activities,30900000.0,-30900000.0,-2200000.0,53800000.0
Dividends Paid,-350300000.0,-377900000.0,-396800000.0,-403200000.0
Change To Inventory,54000000.0,-5300000.0,12600000.0,-110400000.0
Change To Account Receivables,54700000.0,-53000000.0,-49100000.0,22000000.0
Other Cashflows From Financing Activities,-7900000.0,300000.0,-7200000.0,-400000.0
Change To Netincome,-640400000.0,88100000.0,-136900000.0,34600000.0
Capital Expenditures,-321900000.0,-359800000.0,-269300000.0,-306700000.0
