,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,888700000.0,870300000.0,855300000.0,834800000.0,817000000.0,793000000.0,1132000000.0,1097000000.0,1060000000.0
Capital Surplus,3818700000.0,3901400000.0,4160800000.0,4185700000.0,4205000000.0,4234000000.0,4615000000.0,4630000000.0,4649000000.0
Total Liab,4271100000.0,4305500000.0,4383600000.0,4696900000.0,4838000000.0,5803000000.0,5722000000.0,,5712000000.0
Total Stockholder Equity,2898800000.0,3072100000.0,3455500000.0,3713200000.0,3915000000.0,4021000000.0,4481000000.0,,4795000000.0
Other Current Liab,198300000.0,231800000.0,287200000.0,354500000.0,339000000.0,310000000.0,292000000.0,227000000.0,236000000.0
Total Assets,7776500000.0,7984200000.0,8198100000.0,8769100000.0,9112000000.0,10183000000.0,10203000000.0,,10507000000.0
Common Stock,1600000.0,1600000.0,1700000.0,1700000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0
Other Current Assets,64800000.0,75400000.0,257700000.0,97700000.0,119000000.0,140000000.0,117000000.0,115000000.0,144000000.0
Retained Earnings,-535200000.0,-460900000.0,-377400000.0,-150300000.0,25000000.0,114000000.0,209000000.0,350000000.0,538000000.0
Other Liab,340900000.0,396700000.0,372100000.0,408100000.0,399000000.0,482000000.0,486000000.0,,384000000.0
Good Will,2470600000.0,2490400000.0,2461500000.0,2515000000.0,2519000000.0,2531000000.0,3026000000.0,3012000000.0,3006000000.0
Treasury Stock,-386300000.0,-370000000.0,-329600000.0,-323900000.0,-317000000.0,-329000000.0,-345000000.0,-350000000.0,-394000000.0
Other Assets,122000000.0,231900000.0,232600000.0,196100000.0,210000000.0,344000000.0,337000000.0,338000000.0,236000000.0
Cash,953200000.0,1007000000.0,833100000.0,988100000.0,896000000.0,1969000000.0,849000000.0,,449000000.0
Total Current Liabilities,893200000.0,919700000.0,1024000000.0,1139200000.0,1196000000.0,1096000000.0,1045000000.0,,1072000000.0
Deferred Long Term Asset Charges,49400000.0,57100000.0,44600000.0,44100000.0,66000000.0,70000000.0,65000000.0,68000000.0,49000000.0
Short Long Term Debt,59100000.0,73400000.0,72000000.0,73600000.0,60000000.0,79000000.0,29000000.0,,14000000.0
Other Stockholder Equity,-386300000.0,-370000000.0,-329600000.0,-323900000.0,-317000000.0,-329000000.0,-345000000.0,-350000000.0,-394000000.0
Property Plant Equipment,2002200000.0,2035500000.0,2129800000.0,2442400000.0,2608000000.0,2581000000.0,2727000000.0,,3220000000.0
Total Current Assets,2293000000.0,2356100000.0,2518900000.0,2774500000.0,2918000000.0,3931000000.0,2974000000.0,,2916000000.0
Long Term Investments,,,,6300000.0,40000000.0,3000000.0,7000000.0,30000000.0,69000000.0
Net Tangible Assets,-460500000.0,-288600000.0,138700000.0,363400000.0,579000000.0,697000000.0,323000000.0,523000000.0,729000000.0
Short Term Investments,,,,74700000.0,71000000.0,50000000.0,66000000.0,,89000000.0
Net Receivables,899500000.0,817100000.0,894400000.0,1012300000.0,1193000000.0,1055000000.0,1179000000.0,1259000000.0,1449000000.0
Long Term Debt,2820400000.0,2839600000.0,2840200000.0,2964600000.0,2992000000.0,4037000000.0,4003000000.0,3973000000.0,3954000000.0
Inventory,346900000.0,406700000.0,486200000.0,555100000.0,593000000.0,653000000.0,709000000.0,697000000.0,724000000.0
Accounts Payable,321000000.0,329400000.0,356900000.0,365700000.0,385000000.0,363000000.0,363000000.0,,421000000.0
Deferred Long Term Liab,2400000.0,,,,,,,,
