,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,77663000.0,150340000.0,281650000.0,462324000.0,609872000.0
Capital Surplus,5824258000.0,7286954000.0,8874367000.0,11730970000.0,16195256000.0
Total Liab,5620784000.0,6570242000.0,8224025000.0,9384100000.0,11186123000.0
Total Stockholder Equity,5875280000.0,7277629000.0,8865826000.0,11725712000.0,16189542000.0
Minority Interest,533503000.0,552749000.0,1300652000.0,1718066000.0,2843708000.0
Deferred Long Term Liab,231955000.0,255130000.0,283107000.0,296797000.0,422192000.0
Other Current Liab,92145000.0,110280000.0,126278000.0,150982000.0,183847000.0
Total Assets,12103953000.0,14464956000.0,18390503000.0,22827878000.0,30219373000.0
Common Stock,998000.0,1110000.0,1208000.0,1367000.0,1580000.0
Other Current Assets,44353000.0,64613000.0,95360000.0,110701000.0,254762000.0
Other Liab,413845000.0,765400000.0,849466000.0,1039061000.0,1262249000.0
Treasury Stock,50024000.0,-10435000.0,-9749000.0,-6625000.0,-7294000.0
Other Assets,359385000.0,393031000.0,520118000.0,1097468000.0,1989122000.0
Cash,254381000.0,234181000.0,189681000.0,568532000.0,361348000.0
Total Current Liabilities,442029000.0,325819000.0,325272000.0,436003000.0,749354000.0
Short Long Term Debt,,,,,3592000.0
Other Stockholder Equity,50024000.0,-10435000.0,-9749000.0,-6625000.0,-7294000.0
Property Plant Equipment,10245050000.0,11910702000.0,15123324000.0,17874042000.0,24158764000.0
Total Current Assets,787983000.0,881112000.0,977927000.0,1450581000.0,1546568000.0
Long Term Investments,633872000.0,1129771000.0,1487484000.0,1943463000.0,1915047000.0
Net Tangible Assets,5797617000.0,7127289000.0,8584176000.0,11263388000.0,15579670000.0
Net Receivables,483989000.0,579712000.0,692886000.0,771348000.0,930458000.0
Long Term Debt,4764910000.0,5479023000.0,6777479000.0,7563286000.0,8788274000.0
Accounts Payable,349884000.0,215539000.0,198994000.0,285021000.0,513416000.0
