,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,100000.0,21800000.0,1300000.0,-57800000.0,-400000.0
Change To Liabilities,14400000.0,220300000.0,-96300000.0,-82700000.0,-70400000.0
Total Cashflows From Investing Activities,-976400000.0,-1210400000.0,-525400000.0,-301100000.0,-117800000.0
Net Borrowings,-1359500000.0,-631700000.0,-1102900000.0,-401300000.0,-2099100000.0
Total Cash From Financing Activities,-1893100000.0,-1090900000.0,-1169000000.0,-605700000.0,-3012000000.0
Change To Operating Activities,-420300000.0,-177900000.0,63500000.0,46000000.0,-666500000.0
Net Income,696000000.0,352500000.0,16800000.0,-669900000.0,-1269100000.0
Change In Cash,-777100000.0,19400000.0,101800000.0,358800000.0,-143800000.0
Repurchase Of Stock,-507600000.0,-442100000.0,-8400000.0,-7900000.0,-17400000.0
Effect Of Exchange Rate,27600000.0,-21000000.0,-7500000.0,33800000.0,-30900000.0
Total Cash From Operating Activities,2064800000.0,2341700000.0,1803700000.0,1231800000.0,3016900000.0
Depreciation,1725000000.0,1885900000.0,1838700000.0,1895500000.0,3213700000.0
Dividends Paid,,-399000000.0,-399000000.0,-399000000.0,-399000000.0
Change To Inventory,-129500000.0,-547600000.0,-512900000.0,-741900000.0,-427600000.0
Change To Account Receivables,-162200000.0,340100000.0,-20000000.0,78700000.0,59300000.0
Other Cashflows From Financing Activities,-43800000.0,-34900000.0,-65800000.0,-197100000.0,-496500000.0
Change To Netincome,323000000.0,289600000.0,456000000.0,702500000.0,2877100000.0
Capital Expenditures,-275900000.0,-252100000.0,-213200000.0,-243000000.0,-457200000.0
Issuance Of Stock,17800000.0,17800000.0,8100000.0,600000.0,
