,2017-12-31,2018-12-30,2019-12-29,2021-01-03,2022-01-02
Investments,-128000000.0,-1417000000.0,986000000.0,-135000000.0,1531000000.0
Change To Liabilities,10000000.0,45000000.0,-35000000.0,40000000.0,60000000.0
Total Cashflows From Investing Activities,-214000000.0,-1813000000.0,745000000.0,-554000000.0,-1069000000.0
Total Cash From Financing Activities,-176000000.0,594000000.0,-897000000.0,-766000000.0,-51000000.0
Change To Operating Activities,244000000.0,95000000.0,-126000000.0,-44000000.0,10000000.0
Issuance Of Stock,71000000.0,46000000.0,59000000.0,61000000.0,60000000.0
Net Income,726000000.0,826000000.0,1002000000.0,656000000.0,762000000.0
Change In Cash,490000000.0,-81000000.0,898000000.0,-232000000.0,-578000000.0
Repurchase Of Stock,-319000000.0,-275000000.0,-406000000.0,-827000000.0,-511000000.0
Effect Of Exchange Rate,5000000.0,-4000000.0,-1000000.0,8000000.0,-3000000.0
Total Cash From Operating Activities,875000000.0,1142000000.0,1051000000.0,1080000000.0,545000000.0
Depreciation,156000000.0,179000000.0,188000000.0,187000000.0,251000000.0
Other Cashflows From Investing Activities,-1517000000.0,-1517000000.0,-18000000.0,-132000000.0,52000000.0
Change To Inventory,-33000000.0,-53000000.0,25000000.0,-12000000.0,-58000000.0
Change To Account Receivables,-26000000.0,-105000000.0,-58000000.0,89000000.0,-164000000.0
Change To Netincome,-232000000.0,114000000.0,9000000.0,124000000.0,-348000000.0
Capital Expenditures,-310000000.0,-296000000.0,-209000000.0,-189000000.0,-208000000.0
Net Borrowings,-4000000.0,731000000.0,-550000000.0,,471000000.0
Other Cashflows From Financing Activities,76000000.0,92000000.0,,,-71000000.0
