,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,11783300000.0,11174300000.0,12318400000.0,13839800000.0,20727200000.0
Capital Surplus,10247500000.0,10380800000.0,10117700000.0,10473700000.0,12240200000.0
Total Liab,25260000000.0,26106000000.0,36214700000.0,42453000000.0,60818300000.0
Total Stockholder Equity,6241500000.0,5336100000.0,5055400000.0,4093500000.0,5081200000.0
Minority Interest,1712800000.0,1568300000.0,1531500000.0,687000000.0,3988400000.0
Other Current Liab,740900000.0,945600000.0,984400000.0,1194700000.0,2395500000.0
Total Assets,33214300000.0,33010400000.0,42801600000.0,47233500000.0,69887900000.0
Common Stock,4400000.0,4500000.0,4500000.0,4600000.0,4700000.0
Other Current Assets,549300000.0,505000000.0,376800000.0,404500000.0,697100000.0
Other Liab,3317600000.0,3011000000.0,3089400000.0,3415400000.0,5023700000.0
Good Will,5638400000.0,5501900000.0,6178300000.0,7282700000.0,13350100000.0
Treasury Stock,-4010400000.0,-5049200000.0,-5066800000.0,-6384800000.0,-7163700000.0
Other Assets,2653500000.0,2702000000.0,2309300000.0,2607500000.0,3035000000.0
Cash,802100000.0,1208700000.0,1501200000.0,1746300000.0,1949900000.0
Total Current Liabilities,2512100000.0,4689900000.0,5487700000.0,3655500000.0,9067300000.0
Deferred Long Term Asset Charges,204400000.0,157700000.0,131800000.0,123100000.0,131600000.0
Short Long Term Debt,774800000.0,2714100000.0,2921500000.0,784900000.0,4562000000.0
Other Stockholder Equity,-3036400000.0,-3842400000.0,-3840400000.0,-5102400000.0,-5881300000.0
Property Plant Equipment,11101000000.0,11247100000.0,19441800000.0,20597900000.0,29009100000.0
Total Current Assets,2037100000.0,2385100000.0,2553800000.0,2905600000.0,3729400000.0
Net Tangible Assets,-11180200000.0,-11340100000.0,-13441300000.0,-17029000000.0,-28996100000.0
Net Receivables,685700000.0,671400000.0,675800000.0,754800000.0,1082400000.0
Long Term Debt,19264800000.0,18266300000.0,21103200000.0,28474700000.0,38660600000.0
Accounts Payable,142900000.0,130800000.0,148100000.0,139100000.0,272400000.0
Long Term Investments,1000000.0,,,,37100000.0
