,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
Investments,3500000.0,5400000.0,4900000.0,4400000.0,-21500000.0,5900000.0,500000.0,3200000.0,6000000.0,6800000.0
Change To Liabilities,0.0,0.0,-8500000.0,0.0,0.0,995100000.0,-218100000.0,-201400000.0,-293900000.0,-215600000.0
Total Cashflows From Investing Activities,-385400000.0,-331800000.0,-3814000000.0,-438700000.0,-9066900000.0,-1018900000.0,-10167700000.0,-513100000.0,-390400000.0,-602700000.0
Net Borrowings,606700000.0,-544100000.0,3585700000.0,134900000.0,6481600000.0,-1807900000.0,8904800000.0,432900000.0,-2193300000.0,-2028200000.0
Total Cash From Financing Activities,99200000.0,-1012600000.0,2734700000.0,-480000000.0,8067000000.0,695800000.0,8141700000.0,-250900000.0,-504500000.0,-205100000.0
Change To Operating Activities,-29100000.0,-116900000.0,150300000.0,-58300000.0,-261100000.0,-132700000.0,-31100000.0,-477400000.0,-127700000.0,-152800000.0
Issuance Of Stock,23200000.0,48200000.0,15600000.0,1900000.0,2386500000.0,33800000.0,36400000.0,8000000.0,2303500000.0,1200000.0
Net Income,446100000.0,464400000.0,365100000.0,645000000.0,746300000.0,723000000.0,453400000.0,711700000.0,898200000.0,839700000.0
Change In Cash,705800000.0,-375900000.0,131200000.0,131900000.0,7500000.0,1698500000.0,-1356000000.0,-71900000.0,-68300000.0,46500000.0
Effect Of Exchange Rate,3200000.0,8200000.0,78200000.0,-42100000.0,55500000.0,-74800000.0,-8900000.0,28500000.0,-88700000.0,-78000000.0
Total Cash From Operating Activities,988800000.0,960300000.0,1132300000.0,1092700000.0,951900000.0,2096400000.0,678900000.0,663600000.0,915300000.0,932300000.0
Depreciation,454900000.0,473900000.0,481200000.0,522500000.0,554800000.0,611400000.0,643900000.0,815800000.0,826500000.0,898100000.0
Other Cashflows From Investing Activities,5000000.0,7600000.0,9500000.0,-3500000.0,300000.0,1900000.0,400000.0,-1600000.0,63400000.0,-9500000.0
Dividends Paid,-478900000.0,-488000000.0,-506400000.0,-544900000.0,-551500000.0,-578000000.0,-596600000.0,-641200000.0,-638900000.0,-665800000.0
Other Cashflows From Financing Activities,-35500000.0,-28700000.0,-360200000.0,-71900000.0,-249600000.0,3047900000.0,-202900000.0,-50600000.0,24200000.0,2487700000.0
Change To Netincome,116900000.0,138900000.0,286800000.0,-16500000.0,-88100000.0,-100400000.0,-17400000.0,-185100000.0,-387800000.0,-437100000.0
Change To Account Receivables,-175500000.0,-175500000.0,-175500000.0,,-191700000.0,-191700000.0,-191700000.0,,,
Repurchase Of Stock,-16300000.0,,,,,,,,,
