,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Capital Surplus,9763059000.0,9761978000.0,11179688000.0,11177207000.0,11193774000.0,11201333000.0
Total Liab,31503339000.0,29458166000.0,31128608000.0,30383970000.0,30613003000.0,29518422000.0
Total Stockholder Equity,1987084000.0,1710678000.0,2997381000.0,3022224000.0,3189871000.0,3336253000.0
Minority Interest,493491000.0,450558000.0,618766000.0,963301000.0,983055000.0,1049619000.0
Deferred Long Term Liab,966964000.0,901441000.0,169651000.0,860604000.0,867545000.0,867636000.0
Other Current Liab,2038529000.0,2038586000.0,2117108000.0,2057590000.0,2097374000.0,1575115000.0
Total Assets,34026170000.0,31661575000.0,34786846000.0,34411504000.0,34827856000.0,33946139000.0
Common Stock,32000.0,32000.0,34000.0,34000.0,34000.0,34000.0
Other Current Assets,25300000.0,10400000.0,324989000.0,8400000.0,4400000.0,3900000.0
Retained Earnings,-5703183000.0,-5953166000.0,-6102314000.0,-6087013000.0,-5931119000.0,-5789329000.0
Other Liab,459680000.0,463382000.0,417813000.0,460658000.0,542119000.0,525261000.0
Treasury Stock,-2072824000.0,-2098166000.0,-2080027000.0,-2068004000.0,-2072818000.0,-2075785000.0
Other Assets,966964000.0,901441000.0,169651000.0,1205604000.0,1212545000.0,1212636000.0
Cash,3306100000.0,1082313000.0,1011613000.0,935837000.0,1290799000.0,438423000.0
Total Current Liabilities,5469282000.0,4402777000.0,5827458000.0,4964275000.0,4479341000.0,3736879000.0
Short Long Term Debt,2181216000.0,1032423000.0,2322729000.0,1678703000.0,619241000.0,305030000.0
Other Stockholder Equity,-155126000.0,-180468000.0,-188675000.0,-183866000.0,-188307000.0,-191274000.0
Property Plant Equipment,24099345000.0,23896911000.0,23671173000.0,23415533000.0,23269762000.0,23080851000.0
Total Current Assets,4789095000.0,2631408000.0,2573336000.0,2049339000.0,2335930000.0,1470776000.0
Long Term Investments,4170766000.0,4231815000.0,8317630000.0,7741028000.0,8009619000.0,8181876000.0
Net Tangible Assets,1987084000.0,1710678000.0,2942325000.0,3022224000.0,3189871000.0,3336253000.0
Net Receivables,1457695000.0,1538695000.0,1236734000.0,1105102000.0,1040731000.0,1028453000.0
Long Term Debt,25087667000.0,24107259000.0,24400632000.0,24477817000.0,25112463000.0,24779342000.0
Accounts Payable,1216831000.0,1299062000.0,1283234000.0,1195851000.0,1230595000.0,1324603000.0
Intangible Assets,,,34958000.0,,,
Good Will,,,20098000.0,,,
