,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,-4867000.0,-60677000.0,14671000.0,21220000.0,20925000.0,29961000.0,146171000.0,108177000.0,-39309000.0
Change To Liabilities,61842000.0,124915000.0,-21626000.0,-99055000.0,119782000.0,88098000.0,95143000.0,-148368000.0,192913000.0
Total Cashflows From Investing Activities,-134878000.0,-111526000.0,-3518314000.0,-138052000.0,-194516000.0,-166296000.0,-53900000.0,-99899000.0,-126732000.0
Net Borrowings,-355047000.0,-2268306000.0,1457990000.0,-316184000.0,25224000.0,-471846000.0,-112942000.0,-89106000.0,-167808000.0
Total Cash From Financing Activities,-356880000.0,-2729570000.0,2552537000.0,-813486000.0,-452509000.0,-1560802000.0,-735518000.0,-710977000.0,-947899000.0
Change To Operating Activities,31082000.0,-87621000.0,58836000.0,-38016000.0,-4856000.0,-8207000.0,-26513000.0,-41214000.0,-48523000.0
Net Income,255047000.0,146760000.0,272317000.0,446694000.0,618091000.0,680770000.0,504075000.0,427464000.0,497577000.0
Change In Cash,-418753000.0,-2223787000.0,-70700000.0,-75776000.0,354962000.0,-852376000.0,95513000.0,-19007000.0,26311000.0
Repurchase Of Stock,-854000.0,-2318000.0,-2318000.0,-2318000.0,-2318000.0,-3757000.0,-3757000.0,-3757000.0,-147145000.0
Total Cash From Operating Activities,73005000.0,617309000.0,895077000.0,875762000.0,1001987000.0,874722000.0,884931000.0,791869000.0,1100942000.0
Depreciation,337411000.0,339841000.0,286125000.0,331820000.0,332963000.0,320333000.0,297751000.0,324124000.0,315339000.0
Other Cashflows From Investing Activities,-5758000.0,7688000.0,20609000.0,6191000.0,-750000.0,-5449000.0,5387000.0,-53427000.0,1260000.0
Dividends Paid,-398592000.0,-398592000.0,-398592000.0,-427472000.0,-427505000.0,-954179000.0,-542608000.0,-543010000.0,-559069000.0
Change To Account Receivables,-668522000.0,-1346000.0,209196000.0,203703000.0,55346000.0,1421000.0,4882000.0,89958000.0,-27817000.0
Other Cashflows From Financing Activities,-979000.0,-461264000.0,-63009000.0,-69830000.0,-47910000.0,-134777000.0,-79640000.0,-75104000.0,-73877000.0
Change To Netincome,56144000.0,94760000.0,38880000.0,30616000.0,-119340000.0,-207693000.0,-33435000.0,139905000.0,171451000.0
Capital Expenditures,-124253000.0,-58537000.0,-88115000.0,-114808000.0,-113861000.0,-190808000.0,-108458000.0,-154649000.0,-154696000.0
Issuance Of Stock,1556148000.0,1556148000.0,1556148000.0,,,,,,
