,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Change To Liabilities,61474000.0,357097000.0,82739000.0,89350000.0
Total Cashflows From Investing Activities,-1630280000.0,-496124000.0,-563206000.0,171637000.0
Net Borrowings,1446297000.0,-59974000.0,139399000.0,-895003000.0
Total Cash From Financing Activities,872059000.0,-608830000.0,-385962000.0,-1513765000.0
Change To Operating Activities,-63391000.0,-157988000.0,88677000.0,-51909000.0
Net Income,616757000.0,810474000.0,621085000.0,-29102000.0
Change In Cash,72020000.0,18648000.0,-56555000.0,713174000.0
Repurchase Of Stock,-173524000.0,-91983000.0,-74187000.0,-96215000.0
Effect Of Exchange Rate,15198000.0,-21562000.0,603000.0,35741000.0
Total Cash From Operating Activities,815043000.0,1145164000.0,892010000.0,2019561000.0
Depreciation,167691000.0,227584000.0,257263000.0,272842000.0
Other Cashflows From Investing Activities,-26186000.0,-26186000.0,-19611000.0,-11131000.0
Dividends Paid,-395475000.0,-415983000.0,-438890000.0,-453277000.0
Change To Inventory,-9923000.0,-74148000.0,-54765000.0,58462000.0
Change To Account Receivables,-19273000.0,-62103000.0,-134163000.0,957514000.0
Other Cashflows From Financing Activities,-5239000.0,-40890000.0,-12284000.0,-69270000.0
Change To Netincome,61708000.0,44248000.0,31174000.0,722404000.0
Capital Expenditures,-156760000.0,-226506000.0,-277873000.0,-153502000.0
