,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,1884000000.0,1294000000.0,894000000.0,623000000.0,634000000.0
Capital Surplus,40584000000.0,42906000000.0,45851000000.0,50018000000.0,55811000000.0
Total Liab,10177000000.0,13207000000.0,32322000000.0,31026000000.0,41108000000.0
Total Stockholder Equity,74347000000.0,84127000000.0,101054000000.0,128290000000.0,124879000000.0
Other Current Liab,2590000000.0,4494000000.0,11186000000.0,10018000000.0,12698000000.0
Total Assets,84524000000.0,97334000000.0,133376000000.0,159316000000.0,165987000000.0
Other Current Assets,18000000.0,10000000.0,8000000.0,241000000.0,149000000.0
Retained Earnings,33990000000.0,41981000000.0,55692000000.0,77345000000.0,69761000000.0
Other Liab,6417000000.0,6190000000.0,7745000000.0,6414000000.0,6721000000.0
Good Will,18221000000.0,18301000000.0,18715000000.0,19050000000.0,19197000000.0
Treasury Stock,-227000000.0,-760000000.0,-489000000.0,927000000.0,-693000000.0
Other Assets,2135000000.0,2576000000.0,2673000000.0,2758000000.0,2751000000.0
Cash,8079000000.0,10019000000.0,19079000000.0,17576000000.0,16601000000.0
Total Current Liabilities,3760000000.0,7017000000.0,15053000000.0,14981000000.0,21135000000.0
Other Stockholder Equity,-227000000.0,-760000000.0,-489000000.0,927000000.0,-693000000.0
Property Plant Equipment,13721000000.0,24683000000.0,44783000000.0,54981000000.0,69964000000.0
Total Current Assets,48563000000.0,50480000000.0,66225000000.0,75670000000.0,66666000000.0
Long Term Investments,,,86000000.0,6234000000.0,6775000000.0
Net Tangible Assets,54242000000.0,64532000000.0,81445000000.0,108617000000.0,105048000000.0
Short Term Investments,33632000000.0,31095000000.0,35776000000.0,44378000000.0,31397000000.0
Net Receivables,5832000000.0,7587000000.0,9518000000.0,11335000000.0,14039000000.0
Accounts Payable,380000000.0,820000000.0,1363000000.0,1331000000.0,4083000000.0
Common Stock,,42906000000.0,,,
