,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Change To Liabilities,-1571742000.0,2476727000.0,1721495000.0,-2014050000.0,534974000.0,1806748000.0,824056000.0,-225645000.0
Total Cashflows From Investing Activities,-110307000.0,-101764000.0,-65410000.0,-248822000.0,-5655996000.0,-171349000.0,-143120000.0,-194044000.0
Net Borrowings,-11907000.0,-21046000.0,-431250000.0,2500895000.0,550670000.0,-403763000.0,-6486000.0,-202304000.0
Total Cash From Financing Activities,-73460000.0,-19994000.0,-544471000.0,2452987000.0,488940000.0,-444607000.0,-106423000.0,-278164000.0
Change To Operating Activities,57571000.0,6950207000.0,-142592000.0,29145000.0,341666000.0,-75314000.0,-398254000.0,188191000.0
Issuance Of Stock,60991000.0,21785000.0,58216000.0,72110000.0,33971000.0,34453000.0,38937000.0,34036000.0
Net Income,289439000.0,-4846072000.0,374845000.0,435267000.0,292122000.0,437698000.0,449105000.0,548014000.0
Change In Cash,-271666000.0,1177474000.0,293172000.0,1750262000.0,-3959437000.0,388385000.0,612252000.0,-209578000.0
Repurchase Of Stock,-13372000.0,-127000.0,-79424000.0,-26256000.0,-17000.0,-17000.0,-34554000.0,-12042000.0
Effect Of Exchange Rate,,,-3725000.0,-3725000.0,-3725000.0,-3725000.0,-2654000.0,-2401000.0
Total Cash From Operating Activities,-87899000.0,1299232000.0,903053000.0,-453903000.0,1207619000.0,1009817000.0,863411000.0,266585000.0
Depreciation,97412000.0,101327000.0,102751000.0,103066000.0,127953000.0,171316000.0,177270000.0,176273000.0
Other Cashflows From Investing Activities,662000.0,1698000.0,2516000.0,2516000.0,2516000.0,5345000.0,-788000.0,-2875000.0
Dividends Paid,-86223000.0,-86814000.0,-91103000.0,-91262000.0,-91676000.0,-92607000.0,-100541000.0,-97382000.0
Change To Inventory,-758469000.0,-710315000.0,-545459000.0,231165000.0,-280414000.0,-521636000.0,-989993000.0,774514000.0
Change To Account Receivables,1615979000.0,-1192754000.0,-906495000.0,712725000.0,76925000.0,-813233000.0,716380000.0,-1243901000.0
Other Cashflows From Financing Activities,-22949000.0,66208000.0,-910000.0,-2500000.0,-4025000.0,17327000.0,-3779000.0,-472000.0
Change To Netincome,77068000.0,-1581928000.0,134296000.0,74098000.0,56996000.0,-20844000.0,41561000.0,29365000.0
Capital Expenditures,-106719000.0,-118576000.0,-65410000.0,-86202000.0,-121795000.0,-164810000.0,-79691000.0,-129652000.0
Investments,-4250000.0,-21250000.0,-162620000.0,-162620000.0,,,,
