,2017-09-30,2018-09-30,2019-09-30,2020-09-30,2021-09-30
Intangible Assets,2833281000.0,2947828000.0,2294836000.0,1886107000.0,5256927000.0
Capital Surplus,4517635000.0,4715473000.0,4850142000.0,5081776000.0,5465104000.0
Total Liab,33252009000.0,34619877000.0,36178774000.0,45114466000.0,56753394000.0
Total Stockholder Equity,2064461000.0,2932824000.0,2878917000.0,-1018924000.0,223354000.0
Minority Interest,,117137000.0,114289000.0,179288000.0,361057000.0
Other Current Liab,,22000000.0,66700000.0,,956869000.0
Total Assets,35316470000.0,37669838000.0,39171980000.0,44274830000.0,57337805000.0
Common Stock,2806000.0,2836000.0,2853000.0,2878000.0,2907000.0
Other Current Assets,,,1147483000.0,1344649000.0,2107451000.0
Retained Earnings,2395218000.0,3720582000.0,4235491000.0,518335000.0,1670513000.0
Other Liab,2652275000.0,2239362000.0,2243082000.0,7257621000.0,8064887000.0
Good Will,6044281000.0,6664272000.0,6705507000.0,6706719000.0,9030531000.0
Treasury Stock,-4851198000.0,-5506067000.0,-6209569000.0,-6621913000.0,-6915170000.0
Other Assets,337664000.0,270942000.0,269067000.0,697972000.0,1017602000.0
Cash,2435115000.0,2492516000.0,3374194000.0,4597746000.0,2547142000.0
Total Current Liabilities,26818165000.0,27869687000.0,29581294000.0,33853077000.0,41358641000.0
Deferred Long Term Asset Charges,,,,361640000.0,290791000.0
Short Long Term Debt,12121000.0,151657000.0,139012000.0,501259000.0,300213000.0
Other Stockholder Equity,-95850000.0,-79253000.0,-111965000.0,-108830000.0,-445442000.0
Property Plant Equipment,1797945000.0,1892424000.0,1770516000.0,1928330000.0,3230136000.0
Total Current Assets,24303299000.0,25894372000.0,28132054000.0,33055702000.0,38802609000.0
Net Tangible Assets,-6813101000.0,-6679276000.0,-6121426000.0,-9611750000.0,-14064104000.0
Net Receivables,10303324000.0,11314226000.0,12392738000.0,14334729000.0,18389050000.0
Long Term Debt,3781569000.0,4510828000.0,4354398000.0,3618261000.0,6383711000.0
Inventory,11461428000.0,11918508000.0,11060254000.0,12589278000.0,15368352000.0
Accounts Payable,25404042000.0,26836873000.0,28385074000.0,31705055000.0,38009954000.0
