,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-1000000.0,-1000000.0,-12000000.0,-26000000.0,-35000000.0
Change To Liabilities,-32000000.0,173000000.0,66000000.0,150000000.0,209000000.0
Total Cashflows From Investing Activities,-51000000.0,-137000000.0,-335000000.0,-641000000.0,-546000000.0
Net Borrowings,-454000000.0,-657000000.0,-312000000.0,-40000000.0,-257000000.0
Total Cash From Financing Activities,-517000000.0,-661000000.0,-365000000.0,-157000000.0,-371000000.0
Change To Operating Activities,21000000.0,17000000.0,-53000000.0,31000000.0,78000000.0
Net Income,17000000.0,421000000.0,544000000.0,504000000.0,837000000.0
Change In Cash,-94000000.0,-18000000.0,-14000000.0,162000000.0,152000000.0
Repurchase Of Stock,-47000000.0,-47000000.0,-47000000.0,-200000000.0,-57000000.0
Total Cash From Operating Activities,478000000.0,785000000.0,685000000.0,962000000.0,1069000000.0
Depreciation,263000000.0,175000000.0,175000000.0,146000000.0,187000000.0
Change To Inventory,-110000000.0,-43000000.0,51000000.0,-42000000.0,18000000.0
Change To Account Receivables,161000000.0,-31000000.0,-96000000.0,130000000.0,-239000000.0
Other Cashflows From Financing Activities,-70000000.0,-4000000.0,-6000000.0,83000000.0,-57000000.0
Change To Netincome,94000000.0,34000000.0,23000000.0,45000000.0,-24000000.0
Capital Expenditures,-50000000.0,-64000000.0,-61000000.0,-67000000.0,-59000000.0
Effect Of Exchange Rate,-4000000.0,-5000000.0,1000000.0,-2000000.0,
Issuance Of Stock,7000000.0,,,,
