,2017-05-28,2018-05-27,2019-05-26,2020-05-31,2021-05-30,2022-05-29
Intangible Assets,1223700000.0,1282800000.0,4539300000.0,4302400000.0,4124600000.0,3853100000.0
Capital Surplus,1171900000.0,1180000000.0,2286000000.0,2323200000.0,2342100000.0,2324600000.0
Total Liab,6018500000.0,6632900000.0,14750100000.0,14353300000.0,13564200000.0,13572900000.0
Total Stockholder Equity,3990800000.0,3676200000.0,7384600000.0,7876100000.0,8551800000.0,8787700000.0
Minority Interest,87000000.0,80400000.0,79100000.0,74600000.0,79600000.0,74500000.0
Other Current Liab,1300000.0,14000000.0,6500000.0,20400000.0,13900000.0,31700000.0
Total Assets,10096300000.0,10389500000.0,22213800000.0,22304000000.0,22195600000.0,22435100000.0
Common Stock,2839700000.0,2839700000.0,2921200000.0,2921200000.0,2921200000.0,2921200000.0
Other Current Assets,45000000.0,73300000.0,42700000.0,22200000.0,41800000.0,38000000.0
Retained Earnings,4247000000.0,4744900000.0,5047900000.0,5471200000.0,6262600000.0,6550700000.0
Other Liab,1528800000.0,1065200000.0,1951800000.0,1959000000.0,1797700000.0,1768900000.0
Good Will,4295300000.0,4487400000.0,11435400000.0,11361500000.0,11338900000.0,11329200000.0
Treasury Stock,-4267800000.0,-5088400000.0,-2870500000.0,-2839500000.0,-2974100000.0,-3008800000.0
Other Assets,189700000.0,314700000.0,381600000.0,380800000.0,432400000.0,379300000.0
Cash,251400000.0,128000000.0,236600000.0,553300000.0,79200000.0,83300000.0
Total Current Liabilities,1720500000.0,2336200000.0,2142600000.0,3287400000.0,3306200000.0,3518800000.0
Short Long Term Debt,199000000.0,307000000.0,20600000.0,823300000.0,,686700000.0
Other Stockholder Equity,-212900000.0,-110500000.0,-110300000.0,-109600000.0,5800000.0,-11200000.0
Property Plant Equipment,1633100000.0,1589500000.0,2327400000.0,2574700000.0,2755800000.0,2921500000.0
Total Current Assets,2013200000.0,1938900000.0,2733800000.0,2885900000.0,2702100000.0,3033700000.0
Long Term Investments,741300000.0,776200000.0,796300000.0,798700000.0,841800000.0,918300000.0
Net Tangible Assets,-1528200000.0,-2094000000.0,-8590100000.0,-7787800000.0,-6911700000.0,-6394600000.0
Net Receivables,563400000.0,569400000.0,818200000.0,860800000.0,793900000.0,867400000.0
Long Term Debt,2769200000.0,3231500000.0,10510900000.0,8767900000.0,8159200000.0,7977500000.0
Inventory,927900000.0,988700000.0,1548900000.0,1364800000.0,1709700000.0,1939700000.0
Accounts Payable,773100000.0,905300000.0,1252100000.0,1507100000.0,1655900000.0,1864600000.0
