,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,130199000.0,-100188000.0,27969000.0,-59365000.0
Change To Liabilities,15115000.0,38909000.0,29427000.0,33099000.0
Total Cashflows From Investing Activities,-86578000.0,-387578000.0,-291974000.0,-432717000.0
Total Cash From Financing Activities,-285894000.0,-166535000.0,-201735000.0,-104851000.0
Change To Operating Activities,62493000.0,60749000.0,-121641000.0,-119112000.0
Net Income,176253000.0,176553000.0,350158000.0,355766000.0
Change In Cash,97800000.0,65982000.0,228329000.0,127355000.0
Repurchase Of Stock,-285920000.0,-166348000.0,-201037000.0,-102956000.0
Effect Of Exchange Rate,2056000.0,-1457000.0,406000.0,1076000.0
Total Cash From Operating Activities,468216000.0,621552000.0,721632000.0,663847000.0
Depreciation,163348000.0,201979000.0,376730000.0,423072000.0
Change To Inventory,-5250000.0,-1722000.0,-4530000.0,-394000.0
Change To Account Receivables,-140000.0,-8298000.0,-2630000.0,3010000.0
Other Cashflows From Financing Activities,-187000.0,-187000.0,-698000.0,-1895000.0
Change To Netincome,60570000.0,138943000.0,126201000.0,223657000.0
Capital Expenditures,-216777000.0,-287390000.0,-333912000.0,-373352000.0
Issuance Of Stock,26000.0,,,
