,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,71658000.0,-106538000.0,-42776000.0,-29884000.0,1009000.0,-16583000.0
Change To Liabilities,32182000.0,-31320000.0,27916000.0,3840000.0,-2802000.0,24696000.0
Total Cashflows From Investing Activities,-16144000.0,-187841000.0,-169370000.0,-116503000.0,-121610000.0,-125029000.0
Total Cash From Financing Activities,-2103000.0,-39000.0,-609000.0,-102260000.0,-161959000.0,-102348000.0
Change To Operating Activities,-34906000.0,17553000.0,-48104000.0,-59072000.0,-58894000.0,90486000.0
Net Income,8175000.0,80244000.0,190959000.0,127101000.0,187974000.0,204434000.0
Change In Cash,105330000.0,56391000.0,-54156000.0,86803000.0,-26493000.0,52854000.0
Repurchase Of Stock,-317000.0,-29000.0,-579000.0,-102039000.0,-159972000.0,-102214000.0
Effect Of Exchange Rate,715000.0,481000.0,699000.0,-407000.0,191000.0,-572000.0
Total Cash From Operating Activities,122862000.0,243790000.0,115124000.0,305973000.0,256885000.0,280803000.0
Depreciation,105202000.0,108093000.0,108442000.0,112391000.0,118298000.0,-42294000.0
Change To Inventory,-705000.0,-1415000.0,-1008000.0,2148000.0,-839000.0,-3305000.0
Change To Account Receivables,-3369000.0,6635000.0,-26223000.0,32175000.0,5111000.0,-15404000.0
Other Cashflows From Financing Activities,-1786000.0,-10000.0,-30000.0,-221000.0,-1987000.0,-134000.0
Change To Netincome,57223000.0,26558000.0,85716000.0,48750000.0,48528000.0,56189000.0
Capital Expenditures,-87802000.0,-81303000.0,-126594000.0,-86619000.0,-125504000.0,-108446000.0
