,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,7038000000.0,6923000000.0,6555000000.0,8127000000.0,7800000000.0,7794000000.0,7462000000.0
Total Liab,183007000000.0,177609000000.0,173901000000.0,174374000000.0,191791000000.0,183440000000.0,180379000000.0
Total Stockholder Equity,118304000000.0,123392000000.0,130236000000.0,134505000000.0,141988000000.0,151978000000.0,160010000000.0
Other Current Liab,46001000000.0,42996000000.0,39926000000.0,40069000000.0,52612000000.0,52622000000.0,46346000000.0
Total Assets,301311000000.0,301001000000.0,304137000000.0,308879000000.0,333779000000.0,335418000000.0,340389000000.0
Common Stock,80552000000.0,81089000000.0,81896000000.0,82308000000.0,83111000000.0,83751000000.0,84528000000.0
Other Current Assets,11517000000.0,13572000000.0,12748000000.0,12034000000.0,13471000000.0,12982000000.0,12301000000.0
Retained Earnings,34566000000.0,39193000000.0,44973000000.0,50735000000.0,57055000000.0,66944000000.0,75045000000.0
Other Liab,34492000000.0,33174000000.0,31585000000.0,31601000000.0,31681000000.0,30157000000.0,30584000000.0
Good Will,43351000000.0,43890000000.0,44219000000.0,49698000000.0,49711000000.0,50455000000.0,50921000000.0
Treasury Stock,3186000000.0,3110000000.0,3367000000.0,1462000000.0,1822000000.0,1283000000.0,437000000.0
Other Assets,13138000000.0,13034000000.0,13561000000.0,14427000000.0,15075000000.0,21103000000.0,21256000000.0
Cash,13576000000.0,17205000000.0,14432000000.0,13702000000.0,14224000000.0,19165000000.0,20604000000.0
Total Current Liabilities,72310000000.0,70056000000.0,67486000000.0,72193000000.0,88657000000.0,80528000000.0,77510000000.0
Short Long Term Debt,3749000000.0,6497000000.0,5387000000.0,8051000000.0,8072000000.0,3249000000.0,4998000000.0
Other Stockholder Equity,3186000000.0,3110000000.0,3367000000.0,1462000000.0,1822000000.0,1283000000.0,437000000.0
Property Plant Equipment,52904000000.0,56974000000.0,62035000000.0,65618000000.0,70803000000.0,75347000000.0,79568000000.0
Total Current Assets,181915000000.0,177077000000.0,173973000000.0,165614000000.0,184406000000.0,174326000000.0,174188000000.0
Long Term Investments,2965000000.0,3103000000.0,3794000000.0,5395000000.0,5984000000.0,6393000000.0,6994000000.0
Net Tangible Assets,67915000000.0,72579000000.0,79462000000.0,76680000000.0,84477000000.0,93729000000.0,101627000000.0
Short Term Investments,122916000000.0,120744000000.0,117557000000.0,111311000000.0,116032000000.0,111419000000.0,104744000000.0
Net Receivables,32011000000.0,22851000000.0,27312000000.0,26322000000.0,38043000000.0,27349000000.0,33520000000.0
Long Term Debt,59578000000.0,57055000000.0,55136000000.0,50007000000.0,50074000000.0,50039000000.0,48260000000.0
Inventory,1895000000.0,2705000000.0,1924000000.0,2245000000.0,2636000000.0,3411000000.0,3019000000.0
Accounts Payable,12530000000.0,12509000000.0,12770000000.0,13412000000.0,15163000000.0,14832000000.0,15314000000.0
Deferred Long Term Asset Charges,6405000000.0,,,,7181000000.0,,
