,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31
Investments,-3600000.0,-1400000.0,8600000.0,-152300000.0,-4000000.0,-29600000.0
Change To Liabilities,-74100000.0,-88400000.0,20600000.0,151400000.0,-40300000.0,-32500000.0
Total Cashflows From Investing Activities,-99700000.0,-31700000.0,-50600000.0,-263800000.0,-70200000.0,-111000000.0
Net Borrowings,172800000.0,-431200000.0,-51300000.0,210000000.0,-145000000.0,-97000000.0
Total Cash From Financing Activities,-100200000.0,-464700000.0,-317600000.0,56700000.0,-259800000.0,-177900000.0
Change To Operating Activities,32400000.0,72600000.0,87600000.0,-173600000.0,-24700000.0,84700000.0
Issuance Of Stock,46300000.0,40100000.0,11700000.0,600000.0,1600000.0,5400000.0
Net Income,71700000.0,162900000.0,151100000.0,149300000.0,159000000.0,161300000.0
Change In Cash,63900000.0,-51000000.0,-31200000.0,46400000.0,45400000.0,120500000.0
Repurchase Of Stock,-251700000.0,-5900000.0,-210600000.0,-73600000.0,-36700000.0,-6100000.0
Effect Of Exchange Rate,-14400000.0,42600000.0,-1300000.0,9000000.0,3400000.0,-11300000.0
Total Cash From Operating Activities,278200000.0,402800000.0,338300000.0,244500000.0,372000000.0,420700000.0
Depreciation,149400000.0,147600000.0,149300000.0,151600000.0,150500000.0,145100000.0
Other Cashflows From Investing Activities,-23300000.0,31600000.0,-2800000.0,8000000.0,4400000.0,-4600000.0
Dividends Paid,-67600000.0,-67700000.0,-67400000.0,-79300000.0,-79700000.0,-79800000.0
Change To Account Receivables,96800000.0,25000000.0,-30400000.0,-118600000.0,118300000.0,-11200000.0
Other Cashflows From Financing Activities,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-400000.0,-400000.0
Change To Netincome,32100000.0,55100000.0,-40800000.0,72700000.0,28300000.0,53100000.0
Capital Expenditures,-69600000.0,-64200000.0,-63000000.0,-72600000.0,-70600000.0,-76800000.0
