,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,11580000000.0,11374000000.0,11611000000.0,12776000000.0,12604000000.0
Capital Surplus,13978000000.0,12557000000.0,11203000000.0,9815000000.0,8478000000.0
Total Liab,115850000000.0,117459000000.0,121612000000.0,131333000000.0,140340000000.0
Total Stockholder Equity,51172000000.0,50312000000.0,55331000000.0,59441000000.0,59714000000.0
Other Current Liab,15473000000.0,16022000000.0,17761000000.0,18793000000.0,20028000000.0
Total Assets,167022000000.0,167771000000.0,176943000000.0,190774000000.0,200054000000.0
Common Stock,11121000000.0,11121000000.0,11121000000.0,11064000000.0,10985000000.0
Other Current Assets,16269000000.0,17224000000.0,16380000000.0,17311000000.0,18610000000.0
Retained Earnings,27474000000.0,31700000000.0,36142000000.0,39337000000.0,47365000000.0
Other Liab,13450000000.0,13685000000.0,13875000000.0,14827000000.0,15695000000.0
Good Will,15541000000.0,15271000000.0,15296000000.0,15400000000.0,15213000000.0
Treasury Stock,-1401000000.0,-5066000000.0,-3135000000.0,-775000000.0,-7114000000.0
Other Assets,7184000000.0,7237000000.0,6722000000.0,8307000000.0,11844000000.0
Cash,728000000.0,1247000000.0,1537000000.0,1747000000.0,1659000000.0
Total Current Liabilities,90536000000.0,91379000000.0,93870000000.0,100883000000.0,108826000000.0
Other Stockholder Equity,543000000.0,-2448000000.0,619000000.0,2869000000.0,350000000.0
Property Plant Equipment,1300000000.0,1700000000.0,2451000000.0,1173000000.0,1045000000.0
Total Current Assets,32421000000.0,34106000000.0,35212000000.0,36652000000.0,37765000000.0
Long Term Investments,98996000000.0,98083000000.0,105651000000.0,116466000000.0,121583000000.0
Net Tangible Assets,29118000000.0,28898000000.0,33972000000.0,36930000000.0,37646000000.0
Short Term Investments,3561000000.0,3016000000.0,4291000000.0,4345000000.0,3146000000.0
Net Receivables,9334000000.0,10075000000.0,10357000000.0,10480000000.0,11322000000.0
Long Term Debt,11864000000.0,12395000000.0,13867000000.0,15256000000.0,15477000000.0
Accounts Payable,70905000000.0,71389000000.0,72400000000.0,78691000000.0,84420000000.0
Short Long Term Debt,1013000000.0,624000000.0,1299000000.0,,999000000.0
