,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Capital Surplus,7143000000.0,7159000000.0,7174000000.0,7195000000.0,7201000000.0,7213000000.0,7221000000.0,7178000000.0
Total Liab,7392000000.0,7771000000.0,7395000000.0,7562000000.0,7166000000.0,6365000000.0,6308000000.0,6615000000.0
Total Stockholder Equity,11175000000.0,10892000000.0,10561000000.0,10671000000.0,10634000000.0,10796000000.0,10686000000.0,11366000000.0
Other Current Liab,210000000.0,185000000.0,249000000.0,381000000.0,502000000.0,496000000.0,368000000.0,497000000.0
Total Assets,18567000000.0,18663000000.0,17956000000.0,18233000000.0,17800000000.0,17161000000.0,16994000000.0,17981000000.0
Common Stock,937000000.0,937000000.0,937000000.0,937000000.0,937000000.0,937000000.0,937000000.0,937000000.0
Other Current Assets,186000000.0,83000000.0,47000000.0,26000000.0,19000000.0,25000000.0,22000000.0,27000000.0
Retained Earnings,7145000000.0,6828000000.0,6466000000.0,6540000000.0,6524000000.0,6669000000.0,7271000000.0,8523000000.0
Other Liab,724000000.0,717000000.0,695000000.0,695000000.0,665000000.0,642000000.0,644000000.0,623000000.0
Treasury Stock,-4050000000.0,-4032000000.0,-4016000000.0,-4001000000.0,-4028000000.0,-4023000000.0,-4743000000.0,-5272000000.0
Other Assets,107000000.0,98000000.0,97000000.0,96000000.0,93000000.0,104000000.0,110000000.0,661000000.0
Cash,522000000.0,1119000000.0,742000000.0,1125000000.0,970000000.0,485000000.0,580000000.0,681000000.0
Total Current Liabilities,1065000000.0,1566000000.0,1213000000.0,1899000000.0,1575000000.0,1676000000.0,1637000000.0,2021000000.0
Deferred Long Term Asset Charges,,,,,,,,554000000.0
Short Long Term Debt,,500000000.0,,501000000.0,35000000.0,39000000.0,39000000.0,106000000.0
Other Stockholder Equity,37000000.0,57000000.0,73000000.0,112000000.0,77000000.0,82000000.0,82000000.0,90000000.0
Property Plant Equipment,16577000000.0,16166000000.0,15771000000.0,15425000000.0,15111000000.0,14843000000.0,14586000000.0,14558000000.0
Total Current Assets,1405000000.0,1922000000.0,1612000000.0,2150000000.0,2075000000.0,1655000000.0,1821000000.0,2230000000.0
Long Term Investments,478000000.0,477000000.0,476000000.0,562000000.0,521000000.0,559000000.0,477000000.0,532000000.0
Net Tangible Assets,11175000000.0,10892000000.0,10561000000.0,10671000000.0,10634000000.0,10796000000.0,10686000000.0,11366000000.0
Net Receivables,620000000.0,643000000.0,747000000.0,921000000.0,1008000000.0,1068000000.0,1142000000.0,1443000000.0
Long Term Debt,5529000000.0,5427000000.0,5420000000.0,4910000000.0,4882000000.0,3983000000.0,3980000000.0,3908000000.0
Inventory,77000000.0,77000000.0,76000000.0,78000000.0,78000000.0,77000000.0,77000000.0,78000000.0
Accounts Payable,696000000.0,730000000.0,837000000.0,918000000.0,937000000.0,1028000000.0,1110000000.0,1299000000.0
