,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,,6000000.0,6000000.0,6000000.0,6000000.0,9000000.0,46000000.0
Change To Liabilities,-222000000.0,-22000000.0,97000000.0,101000000.0,20000000.0,107000000.0,141000000.0
Total Cashflows From Investing Activities,-304000000.0,-145000000.0,-243000000.0,-207000000.0,-256000000.0,-265000000.0,-282000000.0
Net Borrowings,400000000.0,400000000.0,-500000000.0,-500000000.0,-500000000.0,-900000000.0,
Total Cash From Financing Activities,397000000.0,397000000.0,-552000000.0,-32000000.0,-554000000.0,-1036000000.0,-769000000.0
Change To Operating Activities,62000000.0,37000000.0,-8000000.0,61000000.0,12000000.0,-7000000.0,-20000000.0
Net Income,-750000000.0,-317000000.0,-338000000.0,97000000.0,16000000.0,184000000.0,649000000.0
Change In Cash,-295000000.0,597000000.0,-377000000.0,383000000.0,-155000000.0,-485000000.0,95000000.0
Repurchase Of Stock,-9000000.0,-9000000.0,-9000000.0,-9000000.0,-1000000.0,-1000000.0,-724000000.0
Total Cash From Operating Activities,9000000.0,345000000.0,418000000.0,622000000.0,655000000.0,816000000.0,1146000000.0
Depreciation,614000000.0,578000000.0,613000000.0,512000000.0,600000000.0,583000000.0,463000000.0
Other Cashflows From Investing Activities,13000000.0,3000000.0,1000000.0,-1000000.0,1000000.0,1000000.0,
Dividends Paid,-24000000.0,-24000000.0,-24000000.0,-23000000.0,-32000000.0,-39000000.0,-47000000.0
Change To Inventory,1000000.0,1000000.0,1000000.0,-2000000.0,1000000.0,1000000.0,
Change To Account Receivables,82000000.0,-22000000.0,-100000000.0,-175000000.0,-78000000.0,-60000000.0,-76000000.0
Other Cashflows From Financing Activities,-3000000.0,-3000000.0,-28000000.0,-22000000.0,-22000000.0,-96000000.0,2000000.0
Change To Netincome,222000000.0,91000000.0,153000000.0,28000000.0,85000000.0,8000000.0,-11000000.0
Capital Expenditures,-326000000.0,-144000000.0,-253000000.0,-209000000.0,-274000000.0,-289000000.0,-274000000.0
