,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,64000000.0,57000000.0,64000000.0,7000000.0
Change To Liabilities,297000000.0,179000000.0,-187000000.0,-381000000.0
Total Cashflows From Investing Activities,-2057000000.0,-1470000000.0,-2818000000.0,-1303000000.0
Net Borrowings,-1776000000.0,-100000000.0,-100000000.0,-100000000.0
Total Cash From Financing Activities,-2003000000.0,-859000000.0,-535000000.0,-286000000.0
Change To Operating Activities,1000000.0,-22000000.0,-4000000.0,75000000.0
Net Income,-5723000000.0,1096000000.0,480000000.0,-1451000000.0
Change In Cash,-1925000000.0,899000000.0,-604000000.0,-116000000.0
Repurchase Of Stock,-11000000.0,-713000000.0,-362000000.0,-92000000.0
Total Cash From Operating Activities,2131000000.0,3234000000.0,2749000000.0,1473000000.0
Depreciation,2847000000.0,2649000000.0,2495000000.0,2473000000.0
Other Cashflows From Investing Activities,-43000000.0,-13000000.0,-39000000.0,16000000.0
Dividends Paid,-170000000.0,-169000000.0,-162000000.0,-64000000.0
Change To Inventory,10000000.0,-1000000.0,3000000.0,-4000000.0
Change To Account Receivables,-334000000.0,-133000000.0,52000000.0,367000000.0
Other Cashflows From Financing Activities,-46000000.0,23000000.0,-11000000.0,-30000000.0
Change To Netincome,5033000000.0,-534000000.0,-90000000.0,394000000.0
Capital Expenditures,-1974000000.0,-2753000000.0,-2550000000.0,-1343000000.0
Effect Of Exchange Rate,4000000.0,-2000000.0,,
