,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-61500000.0,-39000000.0,-63300000.0,-79300000.0,
Change To Liabilities,166700000.0,113800000.0,36200000.0,227200000.0,346100000.0
Total Cashflows From Investing Activities,-9047400000.0,-251600000.0,-462600000.0,-322400000.0,-476400000.0
Net Borrowings,6729300000.0,-933400000.0,-672200000.0,-420300000.0,1324300000.0
Total Cash From Financing Activities,6514100000.0,-1746700000.0,-1846400000.0,-3020100000.0,-1834000000.0
Change To Operating Activities,27600000.0,94200000.0,-359600000.0,-235700000.0,-530300000.0
Issuance Of Stock,143600000.0,90700000.0,154600000.0,365100000.0,204500000.0
Net Income,1727900000.0,1108700000.0,1541300000.0,2030400000.0,1864400000.0
Change In Cash,-685600000.0,-48700000.0,6300000.0,64800000.0,-60900000.0
Repurchase Of Stock,-613300000.0,-613300000.0,-778800000.0,-2446300000.0,-2752300000.0
Effect Of Exchange Rate,-36300000.0,5900000.0,-6000000.0,-1300000.0,4900000.0
Total Cash From Operating Activities,1884000000.0,1943700000.0,2321300000.0,3408600000.0,2244600000.0
Depreciation,491800000.0,596300000.0,574900000.0,581400000.0,572600000.0
Dividends Paid,-319000000.0,-322900000.0,-420800000.0,-488000000.0,-587100000.0
Change To Inventory,-90000000.0,-119500000.0,-75500000.0,84400000.0,-228100000.0
Change To Account Receivables,-49900000.0,18400000.0,-73200000.0,10300000.0,-287800000.0
Other Cashflows From Financing Activities,-39800000.0,32200000.0,-129200000.0,-30600000.0,-23400000.0
Change To Netincome,-362000000.0,96900000.0,710700000.0,563600000.0,572500000.0
Capital Expenditures,-222800000.0,-251000000.0,-328900000.0,-303800000.0,-372000000.0
Other Cashflows From Investing Activities,,,,,-30800000.0
