,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,4533700000.0,4498700000.0,4471200000.0,4210000000.0,4165800000.0,4068800000.0,4001500000.0,4004000000.0,3955100000.0
Total Liab,16624600000.0,16602400000.0,16790800000.0,17356300000.0,17679200000.0,18046300000.0,18229500000.0,19496100000.0,19828200000.0
Total Stockholder Equity,3869900000.0,4207300000.0,3610800000.0,3078700000.0,2840400000.0,2690300000.0,2437200000.0,2234300000.0,2224600000.0
Other Current Liab,325300000.0,234800000.0,604700000.0,420500000.0,363100000.0,312300000.0,563000000.0,484900000.0,532600000.0
Total Assets,20494500000.0,20809700000.0,20401600000.0,20435000000.0,20519600000.0,20736600000.0,20666700000.0,21730400000.0,22052800000.0
Common Stock,120000000.0,120400000.0,89900000.0,90200000.0,90600000.0,90500000.0,90800000.0,91000000.0,91000000.0
Other Current Assets,434000000.0,428400000.0,430600000.0,533500000.0,571400000.0,651100000.0,547500000.0,504800000.0,487700000.0
Retained Earnings,8036000000.0,8619500000.0,844300000.0,1102100000.0,1604800000.0,1961800000.0,2121700000.0,2341500000.0,2763300000.0
Other Liab,2484900000.0,2555900000.0,2495400000.0,2439400000.0,2455500000.0,2529000000.0,2448400000.0,2469500000.0,2553300000.0
Good Will,6976800000.0,7005600000.0,7049100000.0,7011300000.0,7017500000.0,6996300000.0,7134600000.0,7058800000.0,7106100000.0
Treasury Stock,-4286100000.0,-4532600000.0,2676600000.0,1886400000.0,1145000000.0,638000000.0,224700000.0,-198200000.0,-629700000.0
Other Assets,413400000.0,411400000.0,496100000.0,382200000.0,393900000.0,378400000.0,433200000.0,415800000.0,399700000.0
Cash,188100000.0,619900000.0,226600000.0,314700000.0,219600000.0,313300000.0,165700000.0,401100000.0,312600000.0
Total Current Liabilities,4459600000.0,4358300000.0,4594400000.0,5651600000.0,6190400000.0,6478500000.0,5719500000.0,6953100000.0,7198200000.0
Short Long Term Debt,700000.0,24100000.0,25100000.0,428500000.0,687100000.0,662100000.0,260600000.0,260700000.0,600000.0
Other Stockholder Equity,2421900000.0,2581000000.0,2773100000.0,2779800000.0,2906900000.0,2901400000.0,3094600000.0,3100700000.0,2965700000.0
Property Plant Equipment,3495200000.0,3518600000.0,3595600000.0,3509200000.0,3570500000.0,3601600000.0,3687900000.0,3745200000.0,3804300000.0
Total Current Assets,4883200000.0,5175600000.0,4591400000.0,5109600000.0,5185700000.0,5378400000.0,5053700000.0,6086400000.0,6259500000.0
Long Term Investments,192200000.0,199800000.0,198200000.0,212700000.0,186200000.0,313100000.0,355800000.0,420200000.0,528100000.0
Net Tangible Assets,-7640600000.0,-7297000000.0,-7909500000.0,-8142600000.0,-8342900000.0,-8374800000.0,-8698900000.0,-8828500000.0,-8836600000.0
Net Receivables,2472500000.0,2454500000.0,2130100000.0,2414100000.0,2590600000.0,2598000000.0,2413300000.0,2851900000.0,3047600000.0
Long Term Debt,8289400000.0,8266900000.0,8266900000.0,7862400000.0,7603800000.0,7604900000.0,8590900000.0,8592300000.0,8593600000.0
Inventory,1788600000.0,1672800000.0,1804100000.0,1847300000.0,1804100000.0,1816000000.0,1927200000.0,2328600000.0,2411600000.0
Accounts Payable,1848400000.0,2056200000.0,2117800000.0,2217000000.0,2502800000.0,2675400000.0,2403000000.0,2860800000.0,2992900000.0
