,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,,,28890000.0,,,,36739000.0
Capital Surplus,2884940000.0,2889592000.0,3000458000.0,3282255000.0,3288852000.0,3283848000.0,3285948000.0
Total Liab,5784376000.0,5993282000.0,6459724000.0,6021963000.0,6102137000.0,6325484000.0,6688501000.0
Total Stockholder Equity,2375690000.0,2389284000.0,2547779000.0,2921969000.0,2968088000.0,2991762000.0,3116496000.0
Minority Interest,369828000.0,378538000.0,388345000.0,392680000.0,392867000.0,391113000.0,669480000.0
Other Current Liab,46100000.0,46527000.0,47126000.0,62089000.0,62704000.0,63196000.0,63582000.0
Total Assets,8529894000.0,8761104000.0,9395848000.0,9336612000.0,9463092000.0,9708359000.0,10474477000.0
Common Stock,1291000.0,1291000.0,1314000.0,1336000.0,1337000.0,1338000.0,1339000.0
Other Current Assets,5354000.0,5771000.0,18885000.0,2465000.0,3743000.0,15717000.0,5068000.0
Retained Earnings,-391285000.0,-392891000.0,-354900000.0,-284442000.0,-250271000.0,-229269000.0,-128245000.0
Other Liab,133588000.0,137099000.0,119470000.0,212221000.0,210498000.0,218247000.0,127425000.0
Treasury Stock,-119256000.0,-108708000.0,-99093000.0,-77180000.0,-71830000.0,-64155000.0,-42546000.0
Other Assets,188938000.0,320643000.0,112846000.0,133267000.0,126331000.0,145342000.0,141847000.0
Cash,56397000.0,74803000.0,109124000.0,60330000.0,56006000.0,65565000.0,71126000.0
Total Current Liabilities,178357000.0,200365000.0,669987000.0,191133000.0,212795000.0,227870000.0,237722000.0
Other Stockholder Equity,-119256000.0,-108708000.0,-99093000.0,-77180000.0,-71830000.0,-64155000.0,-42546000.0
Property Plant Equipment,7935028000.0,8012101000.0,8134849000.0,8183322000.0,8347003000.0,8501855000.0,9042913000.0
Total Current Assets,61751000.0,80574000.0,421819000.0,306520000.0,328530000.0,387397000.0,495652000.0
Long Term Investments,344177000.0,347786000.0,697444000.0,713503000.0,661228000.0,673765000.0,757326000.0
Net Tangible Assets,2375690000.0,2389284000.0,2518889000.0,2921969000.0,2968088000.0,2991762000.0,3079757000.0
Net Receivables,,,293810000.0,243725000.0,268781000.0,306115000.0,419187000.0
Long Term Debt,5200556000.0,5388725000.0,5382628000.0,5375657000.0,5440433000.0,5645249000.0,5997316000.0
Accounts Payable,132257000.0,153838000.0,130012000.0,129044000.0,150091000.0,164674000.0,142285000.0
