,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,-3100000.0,-4025000.0,-350855000.0,30919000.0,-6559000.0,-13660000.0,-33768000.0,-3979000.0
Change To Liabilities,16236000.0,21817000.0,-23806000.0,-2691000.0,21754000.0,14844000.0,-22956000.0,-7665000.0
Total Cashflows From Investing Activities,-51295000.0,-251977000.0,-591582000.0,42595000.0,-187897000.0,-272490000.0,-419748000.0,-121372000.0
Net Borrowings,-48181000.0,198939000.0,465020000.0,-446409000.0,71780000.0,211429000.0,369891000.0,58905000.0
Total Cash From Financing Activities,-187701000.0,79606000.0,451052000.0,-311689000.0,-74957000.0,28442000.0,191493000.0,-169621000.0
Change To Operating Activities,9281000.0,-19196000.0,5692000.0,-3401000.0,5748000.0,-9905000.0,-25827000.0,9663000.0
Net Income,102911000.0,114633000.0,156056000.0,202998000.0,167948000.0,188276000.0,268427000.0,0.0
Change In Cash,-36179000.0,18823000.0,47435000.0,-65214000.0,-3046000.0,21532000.0,-5087000.0,-3528000.0
Total Cash From Operating Activities,202817000.0,191194000.0,187965000.0,203880000.0,259808000.0,265580000.0,223168000.0,287465000.0
Depreciation,56018000.0,56412000.0,55168000.0,58599000.0,59570000.0,61516000.0,59766000.0,67906000.0
Other Cashflows From Investing Activities,-16825000.0,-125425000.0,-90739000.0,55478000.0,-16277000.0,-28775000.0,-104443000.0,101113000.0
Dividends Paid,-116318000.0,-116185000.0,-118065000.0,-132540000.0,-133777000.0,-167274000.0,-167403000.0,-202527000.0
Other Cashflows From Financing Activities,-8313000.0,-12520000.0,-9247000.0,-10714000.0,-12749000.0,-16291000.0,-10826000.0,-25999000.0
Change To Netincome,15022000.0,13885000.0,-8746000.0,-53911000.0,2205000.0,9062000.0,-62601000.0,11998000.0
Capital Expenditures,-1670000.0,-642000.0,-3686000.0,-697000.0,-1380000.0,-981000.0,-601000.0,-7985000.0
Repurchase Of Stock,-15615000.0,-54000.0,-211000.0,-211000.0,-211000.0,-169000.0,-169000.0,
Issuance Of Stock,726000.0,9426000.0,113344000.0,277974000.0,578000.0,578000.0,,
