,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-3512000000.0,-5279000000.0,3226000000.0,28663000000.0,-11247000000.0
Change To Liabilities,666000000.0,1970000000.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-13152000000.0,-7754000000.0,-29631000000.0,122554000000.0,-7619000000.0
Net Borrowings,-23207000000.0,9561000000.0,-8890000000.0,-72724000000.0,-70449000000.0
Total Cash From Financing Activities,-10920000000.0,-70979000000.0,-9136000000.0,-1243000000.0,-11238000000.0
Change To Operating Activities,3950000000.0,6940000000.0,5746000000.0,-10368000000.0,16944000000.0
Net Income,22183000000.0,22393000000.0,19715000000.0,3377000000.0,21548000000.0
Change In Cash,-5453000000.0,-42660000000.0,-32037000000.0,123362000000.0,-30382000000.0
Repurchase Of Stock,-10301000000.0,-20964000000.0,-24533000000.0,-3415000000.0,-14464000000.0
Total Cash From Operating Activities,18619000000.0,36073000000.0,6730000000.0,2051000000.0,-11525000000.0
Depreciation,5406000000.0,5593000000.0,6573000000.0,8182000000.0,7849000000.0
Other Cashflows From Investing Activities,-17328000000.0,1629000000.0,-17802000000.0,37252000000.0,3231000000.0
Dividends Paid,-9109000000.0,-9314000000.0,-9589000000.0,-6142000000.0,-3627000000.0
Other Cashflows From Financing Activities,29809000000.0,-48744000000.0,35426000000.0,81524000000.0,78221000000.0
Change To Netincome,-42066000000.0,-37390000000.0,-44705000000.0,-36862000000.0,-74728000000.0
Issuance Of Stock,1211000000.0,632000000.0,,,
