,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,38000000.0,25000000.0,66000000.0,-2000000.0,66000000.0
Total Cashflows From Investing Activities,-1672000000.0,-2036000000.0,-1945000000.0,-2061000000.0,-1536000000.0
Net Borrowings,554000000.0,892000000.0,857000000.0,1487000000.0,48000000.0
Total Cash From Financing Activities,207000000.0,726000000.0,494000000.0,1120000000.0,-345000000.0
Change To Operating Activities,-6000000.0,-40000000.0,-107000000.0,5000000.0,94000000.0
Net Income,426000000.0,567000000.0,621000000.0,709000000.0,1263000000.0
Change In Cash,-16000000.0,76000000.0,-68000000.0,485000000.0,-440000000.0
Repurchase Of Stock,-65000000.0,-53000000.0,-47000000.0,-17000000.0,-1000000.0
Total Cash From Operating Activities,1449000000.0,1386000000.0,1383000000.0,1426000000.0,1441000000.0
Depreciation,492000000.0,545000000.0,582000000.0,604000000.0,636000000.0
Other Cashflows From Investing Activities,-76000000.0,-87000000.0,-104000000.0,-106000000.0,-109000000.0
Dividends Paid,-289000000.0,-319000000.0,-353000000.0,-389000000.0,-428000000.0
Change To Account Receivables,21000000.0,-17000000.0,-25000000.0,-97000000.0,-74000000.0
Other Cashflows From Financing Activities,-19000000.0,-1000000.0,11000000.0,13000000.0,36000000.0
Change To Netincome,478000000.0,306000000.0,246000000.0,207000000.0,-544000000.0
Capital Expenditures,-1434000000.0,-1586000000.0,-1654000000.0,-1822000000.0,-1764000000.0
Issuance Of Stock,26000000.0,207000000.0,26000000.0,26000000.0,
