,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,1916000000.0,1930000000.0,2351000000.0,2301000000.0,3024000000.0,2842000000.0,2783000000.0,2590000000.0
Capital Surplus,962000000.0,980000000.0,1008000000.0,1029000000.0,1053000000.0,1065000000.0,1081000000.0,1093000000.0
Total Liab,13232000000.0,12876000000.0,13741000000.0,14170000000.0,15942000000.0,15473000000.0,14940000000.0,15555000000.0
Total Stockholder Equity,4832000000.0,5310000000.0,5689000000.0,5839000000.0,6242000000.0,6253000000.0,6286000000.0,6218000000.0
Minority Interest,106000000.0,114000000.0,126000000.0,130000000.0,169000000.0,157000000.0,125000000.0,115000000.0
Other Current Liab,413000000.0,379000000.0,904000000.0,365000000.0,310000000.0,316000000.0,842000000.0,175000000.0
Total Assets,18170000000.0,18300000000.0,19556000000.0,20139000000.0,22353000000.0,21883000000.0,21351000000.0,21888000000.0
Common Stock,969000000.0,969000000.0,969000000.0,969000000.0,969000000.0,969000000.0,969000000.0,969000000.0
Other Current Assets,396000000.0,387000000.0,409000000.0,457000000.0,411000000.0,359000000.0,373000000.0,486000000.0
Retained Earnings,19010000000.0,19325000000.0,19469000000.0,19719000000.0,20022000000.0,20226000000.0,20372000000.0,20251000000.0
Other Liab,2716000000.0,2765000000.0,3062000000.0,3038000000.0,3331000000.0,3209000000.0,2909000000.0,2865000000.0
Good Will,4307000000.0,4419000000.0,5102000000.0,5153000000.0,6233000000.0,6206000000.0,6248000000.0,6232000000.0
Treasury Stock,-16109000000.0,-15964000000.0,-15757000000.0,-15878000000.0,-15802000000.0,-16007000000.0,-16136000000.0,-16095000000.0
Other Assets,850000000.0,882000000.0,997000000.0,970000000.0,975000000.0,963000000.0,903000000.0,962000000.0
Cash,2252000000.0,2008000000.0,1826000000.0,1808000000.0,1195000000.0,1216000000.0,1005000000.0,960000000.0
Total Current Liabilities,5234000000.0,4613000000.0,4831000000.0,5120000000.0,5488000000.0,5463000000.0,4766000000.0,5172000000.0
Deferred Long Term Asset Charges,188000000.0,257000000.0,379000000.0,334000000.0,338000000.0,311000000.0,197000000.0,237000000.0
Short Long Term Debt,188000000.0,135000000.0,172000000.0,876000000.0,715000000.0,698000000.0,,304000000.0
Other Stockholder Equity,-2925000000.0,-2788000000.0,-2599000000.0,-2730000000.0,-2664000000.0,-2871000000.0,-2750000000.0,-2714000000.0
Property Plant Equipment,3691000000.0,3726000000.0,3974000000.0,3903000000.0,4358000000.0,4256000000.0,4333000000.0,4201000000.0
Total Current Assets,7077000000.0,7002000000.0,6798000000.0,7339000000.0,7446000000.0,7300000000.0,6774000000.0,7627000000.0
Long Term Investments,329000000.0,341000000.0,334000000.0,473000000.0,317000000.0,316000000.0,310000000.0,276000000.0
Net Tangible Assets,-1391000000.0,-1039000000.0,-1764000000.0,-1615000000.0,-3015000000.0,-2795000000.0,-2745000000.0,-2604000000.0
Short Term Investments,50000000.0,92000000.0,102000000.0,126000000.0,116000000.0,94000000.0,73000000.0,82000000.0
Net Receivables,2673000000.0,2843000000.0,2726000000.0,3034000000.0,3498000000.0,3382000000.0,3152000000.0,3659000000.0
Long Term Debt,4605000000.0,4819000000.0,5162000000.0,5325000000.0,6376000000.0,6082000000.0,6565000000.0,6825000000.0
Inventory,1706000000.0,1672000000.0,1735000000.0,1914000000.0,2226000000.0,2249000000.0,2171000000.0,2439000000.0
Accounts Payable,2962000000.0,3385000000.0,2259000000.0,3694000000.0,4214000000.0,4249000000.0,2734000000.0,4488000000.0
