,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,2045000000.0,1972000000.0,2131000000.0,2351000000.0,2783000000.0
Capital Surplus,756000000.0,788000000.0,950000000.0,1008000000.0,1081000000.0
Total Liab,10866000000.0,11283000000.0,12305000000.0,13741000000.0,14940000000.0
Total Stockholder Equity,5557000000.0,4630000000.0,5284000000.0,5689000000.0,6286000000.0
Minority Interest,115000000.0,102000000.0,119000000.0,126000000.0,125000000.0
Other Current Liab,782000000.0,758000000.0,774000000.0,904000000.0,842000000.0
Total Assets,16538000000.0,16015000000.0,17708000000.0,19556000000.0,21351000000.0
Common Stock,969000000.0,969000000.0,969000000.0,969000000.0,969000000.0
Other Current Assets,349000000.0,366000000.0,426000000.0,409000000.0,373000000.0
Retained Earnings,17140000000.0,18131000000.0,18906000000.0,19469000000.0,20372000000.0
Other Liab,2837000000.0,2545000000.0,2769000000.0,3062000000.0,2909000000.0
Good Will,3942000000.0,4070000000.0,4470000000.0,5102000000.0,6248000000.0
Treasury Stock,-13308000000.0,-15258000000.0,-15541000000.0,-15757000000.0,-16136000000.0
Other Assets,982000000.0,948000000.0,879000000.0,997000000.0,903000000.0
Cash,1436000000.0,902000000.0,1216000000.0,1826000000.0,1005000000.0
Total Current Liabilities,3895000000.0,4373000000.0,4375000000.0,4831000000.0,4766000000.0
Deferred Long Term Asset Charges,305000000.0,229000000.0,220000000.0,379000000.0,197000000.0
Other Stockholder Equity,-2057000000.0,-2300000000.0,-2350000000.0,-2599000000.0,-2750000000.0
Property Plant Equipment,2824000000.0,2805000000.0,3765000000.0,3974000000.0,4333000000.0
Total Current Assets,6477000000.0,5961000000.0,6170000000.0,6798000000.0,6774000000.0
Long Term Investments,268000000.0,259000000.0,293000000.0,334000000.0,310000000.0
Net Tangible Assets,-430000000.0,-1412000000.0,-1317000000.0,-1764000000.0,-2745000000.0
Short Term Investments,59000000.0,65000000.0,62000000.0,102000000.0,73000000.0
Net Receivables,2903000000.0,2845000000.0,2756000000.0,2726000000.0,3152000000.0
Long Term Debt,4134000000.0,4356000000.0,4531000000.0,5162000000.0,6565000000.0
Inventory,1730000000.0,1783000000.0,1710000000.0,1735000000.0,2171000000.0
Accounts Payable,2321000000.0,2177000000.0,2098000000.0,2259000000.0,2734000000.0
Short Long Term Debt,4000000.0,644000000.0,500000000.0,172000000.0,
