Date,Open,High,Low,Close,Adj Close,Volume
2014-04-01-00-00-00,88.099998,89.269997,87.709999,89.209999,83.905479,38683800
2014-04-02-00-00-00,89.589996,89.68,89.040001,89.440002,84.12181899999999,34631600
2014-04-03-00-00-00,89.529999,89.68,88.220001,88.730003,83.454033,30319100
2014-04-04-00-00-00,89.32,89.410004,86.139999,86.370003,81.234337,131213200
2014-04-07-00-00-00,85.83000200000001,86.629997,84.949997,85.550003,80.463142,83995800
2014-04-08-00-00-00,85.650002,86.459999,85.349998,86.339996,81.206123,51495700
2014-04-09-00-00-00,86.660004,87.870003,86.43,87.82,82.598145,45685200
2014-04-10-00-00-00,87.879997,87.879997,84.860001,85.099998,80.039879,73659600
2014-04-11-00-00-00,84.339996,85.440002,83.910004,84.110001,79.108749,93657400
2014-04-14-00-00-00,84.849998,85.220001,83.989998,84.769997,79.729485,46500700
2014-04-15-00-00-00,85.08000200000001,85.540001,83.279999,85.050003,79.99284399999999,84631500
2014-04-16-00-00-00,85.790001,86.18,85.089996,86.18,81.05564100000001,46970900
2014-04-17-00-00-00,85.849998,86.629997,85.629997,86.199997,81.074455,53719500
2014-04-21-00-00-00,86.400002,86.839996,86.0,86.839996,81.676422,25947900
2014-04-22-00-00-00,87.139999,87.75,86.989998,87.529999,82.325386,38593400
2014-04-23-00-00-00,87.529999,87.559998,86.709999,86.760002,81.601166,34376700
2014-04-24-00-00-00,88.190002,88.209999,86.650002,87.589996,82.381813,48926300
2014-04-25-00-00-00,87.07,87.16999799999999,85.980003,86.190002,81.065063,44334000
2014-04-28-00-00-00,86.599998,87.110001,85.110001,86.470001,81.32839200000001,58623800
2014-04-29-00-00-00,86.730003,87.32,86.309998,87.160004,81.97739399999999,36742700
2014-04-30-00-00-00,86.760002,87.480003,86.540001,87.389999,82.19371,38689400
