,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28
Change To Liabilities,-765000000.0,185000000.0,1398000000.0,-655000000.0,184000000.0,0.0,1335000000.0,-1289000000.0
Total Cashflows From Investing Activities,-43000000.0,-637000000.0,-259000000.0,-1097000000.0,15000000.0,-1958000000.0,-1958000000.0,-223000000.0
Net Borrowings,-79000000.0,-869000000.0,156000000.0,229000000.0,-846000000.0,4433000000.0,4433000000.0,-547000000.0
Total Cash From Financing Activities,-913000000.0,-1649000000.0,-352000000.0,-295000000.0,-1209000000.0,3877000000.0,3877000000.0,-3108000000.0
Change To Operating Activities,450000000.0,435000000.0,5000000.0,228000000.0,93000000.0,-493000000.0,-493000000.0,-167000000.0
Issuance Of Stock,12000000.0,15000000.0,4000000.0,17000000.0,20000000.0,19000000.0,19000000.0,13000000.0
Net Income,-1708000000.0,373000000.0,-308000000.0,1026000000.0,1197000000.0,627000000.0,3580000000.0,883000000.0
Change In Cash,-45000000.0,-197000000.0,594000000.0,-28000000.0,491000000.0,2998000000.0,2998000000.0,-2242000000.0
Repurchase Of Stock,-461000000.0,-215000000.0,-110000000.0,-154000000.0,-154000000.0,-154000000.0,-154000000.0,-33000000.0
Effect Of Exchange Rate,-2000000.0,2000000.0,10000000.0,3000000.0,-68000000.0,-20000000.0,-20000000.0,4000000.0
Total Cash From Operating Activities,914000000.0,2086000000.0,1195000000.0,1361000000.0,1754000000.0,1099000000.0,1099000000.0,1085000000.0
Depreciation,478000000.0,166000000.0,475000000.0,473000000.0,507000000.0,500000000.0,500000000.0,524000000.0
Other Cashflows From Investing Activities,273000000.0,148000000.0,249000000.0,401000000.0,404000000.0,296000000.0,296000000.0,311000000.0
Dividends Paid,-403000000.0,-487000000.0,-405000000.0,-403000000.0,-404000000.0,-413000000.0,-413000000.0,-420000000.0
Change To Inventory,15000000.0,290000000.0,-1225000000.0,977000000.0,319000000.0,-1352000000.0,-1352000000.0,549000000.0
Change To Account Receivables,465000000.0,22000000.0,-259000000.0,-297000000.0,-341000000.0,-127000000.0,-127000000.0,622000000.0
Other Cashflows From Financing Activities,18000000.0,-93000000.0,3000000.0,-138000000.0,21000000.0,-8000000.0,-8000000.0,-2121000000.0
Change To Netincome,1977000000.0,169000000.0,977000000.0,-206000000.0,-312000000.0,-2423000000.0,-2423000000.0,-112000000.0
Capital Expenditures,-257000000.0,-412000000.0,-431000000.0,-261000000.0,-309000000.0,-454000000.0,-454000000.0,-416000000.0
