,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,3000000.0,4000000.0,4000000.0,1000000.0,29000000.0,7000000.0,1000000.0
Change To Liabilities,-93000000.0,99000000.0,-4000000.0,65000000.0,15000000.0,-36000000.0,-7000000.0
Total Cashflows From Investing Activities,-50000000.0,-48000000.0,-63000000.0,-65000000.0,-49000000.0,-62000000.0,-808000000.0
Net Borrowings,-4000000.0,-4000000.0,-4000000.0,-350000000.0,-350000000.0,1000000.0,208000000.0
Total Cash From Financing Activities,-328000000.0,-306000000.0,-368000000.0,-594000000.0,-945000000.0,-608000000.0,-417000000.0
Change To Operating Activities,30000000.0,152000000.0,-21000000.0,-34000000.0,55000000.0,49000000.0,96000000.0
Net Income,319000000.0,582000000.0,642000000.0,671000000.0,775000000.0,639000000.0,609000000.0
Change In Cash,382000000.0,357000000.0,395000000.0,-80000000.0,-426000000.0,-71000000.0,-460000000.0
Repurchase Of Stock,-250000000.0,-250000000.0,-250000000.0,-250000000.0,-250000000.0,-250000000.0,-250000000.0
Effect Of Exchange Rate,23000000.0,28000000.0,53000000.0,-30000000.0,13000000.0,-20000000.0,-9000000.0
Total Cash From Operating Activities,737000000.0,683000000.0,773000000.0,609000000.0,555000000.0,619000000.0,774000000.0
Depreciation,100000000.0,118000000.0,105000000.0,100000000.0,102000000.0,104000000.0,104000000.0
Other Cashflows From Investing Activities,1000000.0,1000000.0,-2000000.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0
Dividends Paid,-338000000.0,-339000000.0,-360000000.0,-361000000.0,-360000000.0,-359000000.0,-383000000.0
Change To Inventory,34000000.0,64000000.0,-7000000.0,-122000000.0,-100000000.0,-143000000.0,-85000000.0
Change To Account Receivables,292000000.0,-260000000.0,53000000.0,-192000000.0,-108000000.0,30000000.0,30000000.0
Change To Netincome,21000000.0,14000000.0,-35000000.0,33000000.0,-109000000.0,19000000.0,-52000000.0
Capital Expenditures,-56000000.0,-52000000.0,-68000000.0,-68000000.0,-78000000.0,-71000000.0,-79000000.0
Issuance Of Stock,11000000.0,32000000.0,6000000.0,26000000.0,16000000.0,,8000000.0
Other Cashflows From Financing Activities,-1000000.0,1000000.0,-10000000.0,-9000000.0,-1000000.0,,
