,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Intangible Assets,4848700000.0,4783900000.0,4732600000.0,4499100000.0,3725500000.0,3695800000.0
Capital Surplus,9256500000.0,9277000000.0,9310300000.0,9337800000.0,9376000000.0,9386500000.0
Total Liab,6791500000.0,6780600000.0,6869100000.0,6836200000.0,6830300000.0,6200000000.0
Total Stockholder Equity,8574900000.0,8771700000.0,9119700000.0,8956700000.0,9277900000.0,8653600000.0
Minority Interest,66900000.0,58200000.0,69800000.0,69000000.0,68500000.0,69200000.0
Other Current Liab,410200000.0,389400000.0,363100000.0,441000000.0,753900000.0,535400000.0
Total Assets,15433300000.0,15610500000.0,16058600000.0,15861900000.0,16176700000.0,14922800000.0
Common Stock,4200000.0,4200000.0,4200000.0,4200000.0,4200000.0,4200000.0
Other Current Assets,204600000.0,204500000.0,140500000.0,703700000.0,309900000.0,207300000.0
Retained Earnings,-356800000.0,-327300000.0,-175700000.0,-266100000.0,-32200000.0,93800000.0
Other Liab,1365700000.0,1406500000.0,1409600000.0,1476700000.0,1184000000.0,1145200000.0
Good Will,6055100000.0,6205700000.0,6303600000.0,6154900000.0,5637000000.0,6100600000.0
Treasury Stock,-329000000.0,-182200000.0,-19100000.0,-119200000.0,-70100000.0,-830900000.0
Other Assets,370700000.0,353200000.0,205100000.0,340400000.0,494600000.0,476300000.0
Cash,1173600000.0,1313300000.0,1750900000.0,1639600000.0,3669900000.0,2033000000.0
Total Current Liabilities,1478200000.0,1425800000.0,1498600000.0,1536300000.0,1823000000.0,1632600000.0
Deferred Long Term Asset Charges,13700000.0,9600000.0,16100000.0,16500000.0,21200000.0,21300000.0
Short Long Term Debt,39400000.0,39800000.0,39700000.0,40600000.0,40700000.0,40100000.0
Other Stockholder Equity,-293200000.0,-147400000.0,14200000.0,-84400000.0,-35500000.0,-81300000.0
Property Plant Equipment,832000000.0,807900000.0,955200000.0,713600000.0,607200000.0,619200000.0
Total Current Assets,3326800000.0,3459800000.0,3862100000.0,4153900000.0,5712400000.0,4030900000.0
Net Tangible Assets,-2328900000.0,-2217900000.0,-1916500000.0,-1697300000.0,-84600000.0,-1142800000.0
Net Receivables,922200000.0,934600000.0,1027100000.0,978100000.0,935800000.0,927000000.0
Long Term Debt,3799500000.0,3820000000.0,3842600000.0,3805400000.0,3805400000.0,3396200000.0
Inventory,1026400000.0,1007400000.0,943600000.0,832500000.0,796800000.0,863600000.0
Accounts Payable,683500000.0,624700000.0,671100000.0,674200000.0,660800000.0,632900000.0
