,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Change To Liabilities,39900000.0,69600000.0,-9200000.0,-13300000.0
Total Cashflows From Investing Activities,-60800000.0,-235000000.0,-54300000.0,-37900000.0
Net Borrowings,-868600000.0,-337600000.0,-32800000.0,361000000.0
Total Cash From Financing Activities,-17400000.0,-373000000.0,-11500000.0,328700000.0
Change To Operating Activities,31900000.0,-80200000.0,-68600000.0,126300000.0
Issuance Of Stock,898200000.0,6800000.0,42700000.0,22700000.0
Net Income,18400000.0,269400000.0,159100000.0,-33300000.0
Change In Cash,137500000.0,-172100000.0,284300000.0,1245400000.0
Repurchase Of Stock,-3600000.0,-40700000.0,-18600000.0,-2100000.0
Effect Of Exchange Rate,15200000.0,-8600000.0,6800000.0,40300000.0
Total Cash From Operating Activities,200500000.0,444500000.0,343300000.0,914300000.0
Depreciation,173800000.0,180400000.0,178100000.0,500900000.0
Change To Inventory,-22700000.0,-13000000.0,18700000.0,170800000.0
Change To Account Receivables,-65700000.0,13200000.0,54700000.0,100300000.0
Other Cashflows From Financing Activities,-43400000.0,-1500000.0,-2800000.0,-52900000.0
Change To Netincome,24900000.0,5100000.0,10500000.0,62600000.0
Capital Expenditures,-56800000.0,-52200000.0,-43200000.0,-48700000.0
Other Cashflows From Investing Activities,6200000.0,,,
