,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Net Income,-736000000.0,-192000000.0,-383000000.0,-578000000.0,-172000000.0,376000000.0,386000000.0,0.0
Change To Liabilities,-1613000000.0,-1351000000.0,-119000000.0,3068000000.0,2672000000.0,-2298000000.0,-25000000.0,0.0
Investments,-224000000.0,400000000.0,11000000.0,11000000.0,11000000.0,11000000.0,-200000000.0,
Total Cashflows From Investing Activities,-373000000.0,234000000.0,-156000000.0,-180000000.0,-233000000.0,-93000000.0,-425000000.0,
Total Cash From Financing Activities,3816000000.0,-762000000.0,-494000000.0,210000000.0,-588000000.0,27000000.0,-622000000.0,
Change To Operating Activities,91000000.0,338000000.0,-97000000.0,-461000000.0,200000000.0,309000000.0,-134000000.0,
Issuance Of Stock,10000000.0,9000000.0,214000000.0,269000000.0,110000000.0,42000000.0,82000000.0,
Change In Cash,1645000000.0,-1285000000.0,-943000000.0,2127000000.0,1740000000.0,-1387000000.0,-813000000.0,
Repurchase Of Stock,-4000000.0,-5000000.0,-6000000.0,-55000000.0,-30000000.0,-23000000.0,-57000000.0,
Effect Of Exchange Rate,48000000.0,62000000.0,92000000.0,-73000000.0,47000000.0,-100000000.0,-51000000.0,
Total Cash From Operating Activities,-1846000000.0,-819000000.0,-385000000.0,2170000000.0,2514000000.0,-1221000000.0,285000000.0,
Depreciation,232000000.0,220000000.0,-381000000.0,209000000.0,205000000.0,201000000.0,-389000000.0,
Other Cashflows From Investing Activities,57000000.0,10000000.0,-28000000.0,-12000000.0,-61000000.0,75000000.0,-22000000.0,
Dividends Paid,-17000000.0,-58000000.0,-58000000.0,-50000000.0,-50000000.0,-17000000.0,-17000000.0,
Change To Account Receivables,393000000.0,157000000.0,145000000.0,-300000000.0,-429000000.0,-52000000.0,60000000.0,
Other Cashflows From Financing Activities,-19000000.0,2000000.0,7000000.0,-265000000.0,3000000.0,8000000.0,-12000000.0,
Change To Netincome,-163000000.0,-11000000.0,-148000000.0,234000000.0,34000000.0,238000000.0,-204000000.0,
Capital Expenditures,-206000000.0,-176000000.0,-128000000.0,-168000000.0,-183000000.0,-179000000.0,-143000000.0,
Net Borrowings,2714000000.0,-768000000.0,-651000000.0,261000000.0,-3000000.0,,,
