,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-715000000.0,334000000.0,-494000000.0,476000000.0,-178000000.0
Change To Liabilities,939000000.0,395000000.0,1521000000.0,-4038000000.0,3417000000.0
Total Cashflows From Investing Activities,-1581000000.0,-559000000.0,-1553000000.0,-263000000.0,-931000000.0
Net Borrowings,990000000.0,-500000000.0,831000000.0,3195000000.0,258000000.0
Total Cash From Financing Activities,688000000.0,-1489000000.0,175000000.0,4077000000.0,-973000000.0
Change To Operating Activities,186000000.0,167000000.0,61000000.0,-588000000.0,-86000000.0
Issuance Of Stock,229000000.0,166000000.0,301000000.0,319000000.0,503000000.0
Net Income,378000000.0,406000000.0,565000000.0,-2612000000.0,12000000.0
Change In Cash,1099000000.0,-212000000.0,1392000000.0,41000000.0,1667000000.0
Repurchase Of Stock,-312000000.0,-923000000.0,-743000000.0,-425000000.0,-165000000.0
Effect Of Exchange Rate,147000000.0,-139000000.0,3000000.0,61000000.0,-177000000.0
Total Cash From Operating Activities,1845000000.0,1975000000.0,2767000000.0,-3834000000.0,3748000000.0
Depreciation,491000000.0,480000000.0,354000000.0,300000000.0,226000000.0
Other Cashflows From Investing Activities,13000000.0,38000000.0,101000000.0,79000000.0,-20000000.0
Dividends Paid,-176000000.0,-186000000.0,-195000000.0,-123000000.0,-67000000.0
Change To Account Receivables,-456000000.0,-282000000.0,-368000000.0,1781000000.0,-721000000.0
Other Cashflows From Financing Activities,-43000000.0,-46000000.0,-19000000.0,-21000000.0,-266000000.0
Change To Netincome,-61000000.0,228000000.0,101000000.0,787000000.0,302000000.0
Capital Expenditures,-710000000.0,-878000000.0,-1160000000.0,-797000000.0,-673000000.0
