,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,8903000000.0,8563000000.0,8219000000.0,7884000000.0,7663000000.0,7160000000.0,6970000000.0,6785000000.0
Capital Surplus,21376000000.0,21130000000.0,20909000000.0,20598000000.0,20361000000.0,19235000000.0,18972000000.0,18695000000.0
Total Liab,50709000000.0,48910000000.0,48232000000.0,47525000000.0,47241000000.0,47125000000.0,46153000000.0,45755000000.0
Total Stockholder Equity,13462000000.0,13689000000.0,11162000000.0,11303000000.0,11706000000.0,11183000000.0,11840000000.0,12282000000.0
Deferred Long Term Liab,233000000.0,220000000.0,218000000.0,210000000.0,202000000.0,166000000.0,,156000000.0
Other Current Liab,1445000000.0,1451000000.0,1395000000.0,1411000000.0,1328000000.0,3479000000.0,3334000000.0,3320000000.0
Total Assets,64171000000.0,62599000000.0,59394000000.0,58828000000.0,58947000000.0,58308000000.0,57993000000.0,58037000000.0
Common Stock,1097000000.0,1097000000.0,1097000000.0,1106000000.0,1105000000.0,1031000000.0,1024000000.0,1033000000.0
Other Current Assets,349000000.0,370000000.0,340000000.0,351000000.0,358000000.0,8952000000.0,9068000000.0,9282000000.0
Retained Earnings,-6109000000.0,-5743000000.0,-8031000000.0,-7556000000.0,-7050000000.0,-6506000000.0,-5998000000.0,-5399000000.0
Other Liab,11823000000.0,11926000000.0,10783000000.0,12139000000.0,12157000000.0,11565000000.0,10385000000.0,11703000000.0
Good Will,21469000000.0,21476000000.0,18870000000.0,18854000000.0,18867000000.0,15987000000.0,15986000000.0,15976000000.0
Treasury Stock,-2902000000.0,-2795000000.0,-2813000000.0,-2845000000.0,-2710000000.0,-2577000000.0,-2158000000.0,-2047000000.0
Other Assets,2862000000.0,2766000000.0,1092000000.0,2706000000.0,2678000000.0,2534000000.0,1155000000.0,2675000000.0
Cash,1763000000.0,526000000.0,406000000.0,486000000.0,935000000.0,635000000.0,354000000.0,366000000.0
Total Current Liabilities,7472000000.0,5879000000.0,6634000000.0,7787000000.0,6510000000.0,8300000000.0,7169000000.0,5655000000.0
Short Long Term Debt,2885000000.0,1487000000.0,2401000000.0,3841000000.0,2595000000.0,2501000000.0,1535000000.0,156000000.0
Other Stockholder Equity,-2902000000.0,-2795000000.0,-2813000000.0,-2845000000.0,-2710000000.0,-2577000000.0,-2158000000.0,-2047000000.0
Property Plant Equipment,26079000000.0,26290000000.0,28037000000.0,26091000000.0,25993000000.0,20926000000.0,22346000000.0,20829000000.0
Total Current Assets,4858000000.0,3504000000.0,3176000000.0,3293000000.0,3746000000.0,11701000000.0,11536000000.0,11772000000.0
Net Tangible Assets,-16910000000.0,-16350000000.0,-15927000000.0,-15435000000.0,-14824000000.0,-11964000000.0,-11116000000.0,-10479000000.0
Net Receivables,2284000000.0,2184000000.0,2035000000.0,1953000000.0,1970000000.0,1717000000.0,1723000000.0,1586000000.0
Long Term Debt,31212000000.0,30813000000.0,29143000000.0,27272000000.0,28253000000.0,26908000000.0,27177000000.0,28054000000.0
Inventory,122000000.0,112000000.0,105000000.0,100000000.0,114000000.0,103000000.0,96000000.0,128000000.0
Accounts Payable,1448000000.0,1364000000.0,1134000000.0,1017000000.0,966000000.0,829000000.0,758000000.0,902000000.0
Deferred Long Term Asset Charges,,,,,,,160000000.0,
