,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
Investments,-6222000000.0,1322000000.0,1454000000.0,-7142000000.0,-3861000000.0,3384000000.0,2065000000.0,54000000.0,-202000000.0,1242000000.0
Change To Liabilities,0.0,0.0,-97000000.0,0.0,0.0,0.0,1855000000.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-6799000000.0,923000000.0,1696000000.0,-7152000000.0,-3884000000.0,3315000000.0,1738000000.0,-771000000.0,-929000000.0,784000000.0
Net Borrowings,6215000000.0,1559000000.0,-301000000.0,6807000000.0,249000000.0,-1599000000.0,-610000000.0,-294000000.0,-791000000.0,-254000000.0
Total Cash From Financing Activities,7688000000.0,1511000000.0,1269000000.0,7013000000.0,445000000.0,-1609000000.0,-561000000.0,-310000000.0,-785000000.0,-252000000.0
Net Income,-2067000000.0,-2399000000.0,-2178000000.0,-1250000000.0,19000000.0,169000000.0,-932000000.0,-1635000000.0,476000000.0,483000000.0
Change In Cash,-19000000.0,-170000000.0,102000000.0,35000000.0,31000000.0,-34000000.0,-23000000.0,104000000.0,25000000.0,-61000000.0
Total Cash From Operating Activities,-908000000.0,-2604000000.0,-2863000000.0,174000000.0,3470000000.0,-1740000000.0,-1200000000.0,1185000000.0,1739000000.0,-593000000.0
Depreciation,499000000.0,745000000.0,508000000.0,478000000.0,640000000.0,557000000.0,660000000.0,492000000.0,503000000.0,731000000.0
Other Cashflows From Investing Activities,-302000000.0,75000000.0,290000000.0,-118000000.0,-76000000.0,-64000000.0,48000000.0,36000000.0,-46000000.0,97000000.0
Other Cashflows From Financing Activities,-52000000.0,-48000000.0,127000000.0,-97000000.0,52000000.0,-10000000.0,54000000.0,-2000000.0,8000000.0,2000000.0
Change To Netincome,660000000.0,-950000000.0,-2410000000.0,946000000.0,2811000000.0,-2467000000.0,-1969000000.0,2328000000.0,760000000.0,-1807000000.0
Capital Expenditures,-388000000.0,-577000000.0,-148000000.0,-25000000.0,-25000000.0,-25000000.0,-387000000.0,-869000000.0,-692000000.0,-573000000.0
Repurchase Of Stock,-2000000.0,-13000000.0,-13000000.0,-13000000.0,-5000000.0,-5000000.0,-5000000.0,-14000000.0,-2000000.0,
Change To Operating Activities,776000000.0,776000000.0,776000000.0,-510000000.0,-510000000.0,-510000000.0,-510000000.0,,,
Change To Account Receivables,538000000.0,538000000.0,538000000.0,-304000000.0,-304000000.0,-304000000.0,-304000000.0,,,
Issuance Of Stock,1527000000.0,1443000000.0,1443000000.0,316000000.0,144000000.0,,,,,
