,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,1079000000.0,500000000.0,960000000.0,-3029000000.0
Change To Liabilities,56000000.0,-133000000.0,872000000.0,-97000000.0
Total Cashflows From Investing Activities,-3636000000.0,-1973000000.0,-2243000000.0,-4342000000.0
Net Borrowings,726000000.0,-587000000.0,-230000000.0,8245000000.0
Total Cash From Financing Activities,-1145000000.0,-1672000000.0,-1568000000.0,10994000000.0
Change To Operating Activities,-587000000.0,-655000000.0,-1812000000.0,776000000.0
Issuance Of Stock,2970000000.0,2970000000.0,2970000000.0,2970000000.0
Net Income,1282000000.0,1412000000.0,1686000000.0,-8885000000.0
Change In Cash,-37000000.0,-112000000.0,4000000.0,109000000.0
Repurchase Of Stock,-1615000000.0,-837000000.0,-1097000000.0,-173000000.0
Total Cash From Operating Activities,4744000000.0,3533000000.0,3815000000.0,-6543000000.0
Depreciation,2017000000.0,2159000000.0,2318000000.0,2312000000.0
Other Cashflows From Investing Activities,1162000000.0,1161000000.0,1011000000.0,294000000.0
Dividends Paid,-198000000.0,-186000000.0,-178000000.0,-43000000.0
Change To Account Receivables,-190000000.0,222000000.0,73000000.0,538000000.0
Other Cashflows From Financing Activities,-58000000.0,-62000000.0,-63000000.0,-5000000.0
Change To Netincome,2166000000.0,528000000.0,678000000.0,-1187000000.0
Capital Expenditures,-5971000000.0,-3745000000.0,-4268000000.0,-1958000000.0
