,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,17100000000.0,15738000000.0,13786000000.0,33126000000.0,33455000000.0
Capital Surplus,1264000000.0,2282000000.0,3051000000.0,3880000000.0,4661000000.0
Total Liab,49782000000.0,42141000000.0,38977000000.0,50186000000.0,46888000000.0
Total Stockholder Equity,20442000000.0,21387000000.0,22525000000.0,18202000000.0,21069000000.0
Minority Interest,59000000.0,147000000.0,125000000.0,19000000.0,-5000000.0
Other Current Liab,713000000.0,556000000.0,430000000.0,1299000000.0,2292000000.0
Total Assets,70283000000.0,63675000000.0,61627000000.0,68407000000.0,67952000000.0
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Other Current Assets,12000000.0,73000000.0,37000000.0,12000000.0,75000000.0
Retained Earnings,19012000000.0,19024000000.0,19388000000.0,14381000000.0,16324000000.0
Other Liab,7352000000.0,6962000000.0,6498000000.0,10144000000.0,10099000000.0
Good Will,4159000000.0,4117000000.0,4117000000.0,8108000000.0,8332000000.0
Treasury Stock,165000000.0,80000000.0,85000000.0,-60000000.0,83000000.0
Other Assets,2722000000.0,2413000000.0,3119000000.0,1744000000.0,2886000000.0
Cash,7588000000.0,17940000000.0,11631000000.0,5997000000.0,5338000000.0
Total Current Liabilities,11635000000.0,10605000000.0,9759000000.0,11397000000.0,11610000000.0
Short Long Term Debt,999000000.0,2748000000.0,2499000000.0,2757000000.0,1516000000.0
Other Stockholder Equity,165000000.0,80000000.0,85000000.0,-60000000.0,83000000.0
Property Plant Equipment,3295000000.0,4006000000.0,5170000000.0,5613000000.0,5663000000.0
Total Current Assets,31823000000.0,35836000000.0,30296000000.0,15996000000.0,14772000000.0
Long Term Investments,11184000000.0,1565000000.0,5139000000.0,3820000000.0,2844000000.0
Net Tangible Assets,-817000000.0,1532000000.0,4622000000.0,-23032000000.0,-20718000000.0
Short Term Investments,17922000000.0,13012000000.0,13040000000.0,2827000000.0,2626000000.0
Net Receivables,3851000000.0,3327000000.0,3619000000.0,4892000000.0,4493000000.0
Long Term Debt,30795000000.0,24574000000.0,22094000000.0,28645000000.0,25179000000.0
Inventory,801000000.0,814000000.0,922000000.0,1683000000.0,1618000000.0
Accounts Payable,814000000.0,790000000.0,713000000.0,844000000.0,705000000.0
