,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Intangible Assets,13225000000.0,12939000000.0,33126000000.0,34781000000.0,34341000000.0,33900000000.0
Capital Surplus,3511000000.0,3712000000.0,3880000000.0,4092000000.0,4271000000.0,4492000000.0
Total Liab,37792000000.0,43407000000.0,50186000000.0,48528000000.0,48274000000.0,45627000000.0
Total Stockholder Equity,18027000000.0,17445000000.0,18202000000.0,18952000000.0,19703000000.0,21470000000.0
Minority Interest,115000000.0,26000000.0,19000000.0,12000000.0,7000000.0,1000000.0
Other Current Liab,924000000.0,988000000.0,1299000000.0,780000000.0,1335000000.0,985000000.0
Total Assets,55934000000.0,60878000000.0,68407000000.0,67492000000.0,67984000000.0,67098000000.0
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Other Current Assets,20000000.0,4000000.0,12000000.0,25000000.0,24000000.0,50000000.0
Retained Earnings,14445000000.0,13709000000.0,14381000000.0,14821000000.0,15392000000.0,16903000000.0
Other Liab,6125000000.0,6106000000.0,9536000000.0,10916000000.0,10146000000.0,10207000000.0
Good Will,4117000000.0,4117000000.0,8108000000.0,8334000000.0,8334000000.0,8332000000.0
Treasury Stock,70000000.0,23000000.0,-60000000.0,38000000.0,39000000.0,74000000.0
Other Assets,3498000000.0,3818000000.0,3306000000.0,3528000000.0,3446000000.0,3297000000.0
Cash,6746000000.0,12886000000.0,5997000000.0,4065000000.0,4893000000.0,4362000000.0
Total Current Liabilities,10564000000.0,9509000000.0,11397000000.0,9705000000.0,10214000000.0,10245000000.0
Short Long Term Debt,2999000000.0,1498000000.0,2757000000.0,2259000000.0,2261000000.0,2511000000.0
Other Stockholder Equity,70000000.0,23000000.0,-60000000.0,38000000.0,39000000.0,74000000.0
Property Plant Equipment,4653000000.0,4810000000.0,5613000000.0,4990000000.0,4996000000.0,5037000000.0
Total Current Assets,24643000000.0,30926000000.0,15996000000.0,13278000000.0,13925000000.0,13991000000.0
Long Term Investments,5798000000.0,4268000000.0,2258000000.0,2581000000.0,2942000000.0,2541000000.0
Net Tangible Assets,685000000.0,389000000.0,-23032000000.0,-24163000000.0,-22972000000.0,-20762000000.0
Short Term Investments,12619000000.0,12075000000.0,2615000000.0,2398000000.0,1951000000.0,2247000000.0
Net Receivables,3250000000.0,3962000000.0,4901000000.0,3934000000.0,4149000000.0,4566000000.0
Long Term Debt,21103000000.0,27792000000.0,28645000000.0,27907000000.0,27914000000.0,25175000000.0
Inventory,1052000000.0,1008000000.0,1683000000.0,1779000000.0,1772000000.0,1676000000.0
Accounts Payable,532000000.0,527000000.0,844000000.0,570000000.0,608000000.0,585000000.0
