,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,-60000000.0,-36000000.0,42000000.0,48000000.0,-66000000.0,-16000000.0,-48000000.0
Change To Liabilities,0.0,0.0,239000000.0,0.0,0.0,0.0,627000000.0
Total Cashflows From Investing Activities,-331000000.0,-287000000.0,-1328000000.0,-245000000.0,-242000000.0,-249000000.0,-320000000.0
Net Borrowings,-385000000.0,270000000.0,-162000000.0,496000000.0,216000000.0,-122000000.0,-351000000.0
Total Cash From Financing Activities,-787000000.0,-205000000.0,-795000000.0,-52000000.0,-342000000.0,-547000000.0,-755000000.0
Change To Operating Activities,634000000.0,-198000000.0,-209000000.0,-400000000.0,-95000000.0,63000000.0,309000000.0
Issuance Of Stock,27000000.0,77000000.0,5000000.0,10000000.0,17000000.0,25000000.0,13000000.0
Net Income,681000000.0,472000000.0,539000000.0,584000000.0,404000000.0,469000000.0,357000000.0
Change In Cash,469000000.0,70000000.0,-1215000000.0,17000000.0,-14000000.0,-20000000.0,-16000000.0
Repurchase Of Stock,-49000000.0,-186000000.0,-251000000.0,-169000000.0,-162000000.0,-62000000.0,-7000000.0
Effect Of Exchange Rate,8000000.0,3000000.0,21000000.0,-7000000.0,5000000.0,-6000000.0,-3000000.0
Total Cash From Operating Activities,1579000000.0,559000000.0,887000000.0,321000000.0,565000000.0,782000000.0,1062000000.0
Depreciation,133000000.0,174000000.0,182000000.0,185000000.0,185000000.0,192000000.0,186000000.0
Other Cashflows From Investing Activities,13000000.0,2000000.0,10000000.0,5000000.0,-5000000.0,1000000.0,-11000000.0
Dividends Paid,-365000000.0,-341000000.0,-388000000.0,-359000000.0,-389000000.0,-385000000.0,-383000000.0
Change To Inventory,-96000000.0,-96000000.0,-96000000.0,-417000000.0,-417000000.0,-417000000.0,-417000000.0
Change To Account Receivables,95000000.0,95000000.0,95000000.0,-37000000.0,-37000000.0,-37000000.0,-37000000.0
Other Cashflows From Financing Activities,-15000000.0,-25000000.0,1000000.0,-30000000.0,-24000000.0,-3000000.0,-27000000.0
Change To Netincome,131000000.0,111000000.0,95000000.0,-48000000.0,71000000.0,58000000.0,41000000.0
Capital Expenditures,-284000000.0,-258000000.0,-323000000.0,-298000000.0,-201000000.0,-235000000.0,-273000000.0
