,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-31000000.0,-81000000.0,-26000000.0,-63000000.0,-82000000.0
Change To Liabilities,174000000.0,392000000.0,-153000000.0,239000000.0,627000000.0
Total Cashflows From Investing Activities,-851000000.0,-902000000.0,-1042000000.0,-2305000000.0,-1056000000.0
Net Borrowings,-184000000.0,66000000.0,302000000.0,430000000.0,239000000.0
Total Cash From Financing Activities,-2421000000.0,-2115000000.0,-1792000000.0,-1567000000.0,-1696000000.0
Change To Operating Activities,-69000000.0,27000000.0,-37000000.0,83000000.0,-123000000.0
Issuance Of Stock,121000000.0,62000000.0,228000000.0,217000000.0,65000000.0
Net Income,2278000000.0,1410000000.0,2157000000.0,2352000000.0,1814000000.0
Change In Cash,-307000000.0,-77000000.0,-97000000.0,-139000000.0,-33000000.0
Repurchase Of Stock,-911000000.0,-800000000.0,-800000000.0,-700000000.0,-400000000.0
Effect Of Exchange Rate,36000000.0,-30000000.0,1000000.0,4000000.0,-11000000.0
Total Cash From Operating Activities,2929000000.0,2970000000.0,2736000000.0,3729000000.0,2730000000.0
Depreciation,724000000.0,710000000.0,682000000.0,702000000.0,748000000.0
Other Cashflows From Investing Activities,-38000000.0,5000000.0,-45000000.0,27000000.0,-10000000.0
Dividends Paid,-1359000000.0,-1386000000.0,-1408000000.0,-1451000000.0,-1516000000.0
Change To Inventory,-33000000.0,-127000000.0,24000000.0,-96000000.0,-417000000.0
Change To Account Receivables,-44000000.0,33000000.0,-116000000.0,95000000.0,-37000000.0
Other Cashflows From Financing Activities,-88000000.0,-57000000.0,-114000000.0,-63000000.0,-84000000.0
Change To Netincome,75000000.0,461000000.0,185000000.0,312000000.0,122000000.0
Capital Expenditures,-785000000.0,-877000000.0,-1209000000.0,-1217000000.0,-1007000000.0
