,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Intangible Assets,,,832000000.0,805000000.0,803000000.0,810000000.0
Capital Surplus,554000000.0,610000000.0,657000000.0,658000000.0,627000000.0,614000000.0
Total Liab,15678000000.0,15954000000.0,16654000000.0,16480000000.0,17069000000.0,17068000000.0
Total Stockholder Equity,268000000.0,335000000.0,626000000.0,518000000.0,524000000.0,474000000.0
Minority Interest,227000000.0,242000000.0,243000000.0,228000000.0,234000000.0,233000000.0
Other Current Liab,435000000.0,440000000.0,1172000000.0,435000000.0,434000000.0,428000000.0
Total Assets,16173000000.0,16531000000.0,17523000000.0,17226000000.0,17827000000.0,17775000000.0
Common Stock,473000000.0,473000000.0,473000000.0,473000000.0,473000000.0,473000000.0
Other Current Assets,607000000.0,645000000.0,733000000.0,668000000.0,816000000.0,843000000.0
Retained Earnings,7299000000.0,7395000000.0,7567000000.0,7764000000.0,7798000000.0,7883000000.0
Other Liab,1932000000.0,1972000000.0,1882000000.0,2210000000.0,2206000000.0,2227000000.0
Good Will,1401000000.0,1418000000.0,1895000000.0,1820000000.0,1834000000.0,1796000000.0
Treasury Stock,-8058000000.0,-8143000000.0,-8071000000.0,-8377000000.0,-8374000000.0,-8496000000.0
Other Assets,1183000000.0,1208000000.0,740000000.0,1222000000.0,1250000000.0,1239000000.0
Cash,1448000000.0,1518000000.0,303000000.0,320000000.0,306000000.0,286000000.0
Total Current Liabilities,6494000000.0,6102000000.0,6443000000.0,6694000000.0,7244000000.0,7258000000.0
Short Long Term Debt,757000000.0,257000000.0,263000000.0,311000000.0,313000000.0,315000000.0
Other Stockholder Equity,-3513000000.0,-3482000000.0,-3172000000.0,-3327000000.0,-3215000000.0,-3305000000.0
Property Plant Equipment,7366000000.0,7497000000.0,8582000000.0,7887000000.0,8018000000.0,7964000000.0
Total Current Assets,5904000000.0,6075000000.0,5174000000.0,5143000000.0,5572000000.0,5626000000.0
Long Term Investments,319000000.0,333000000.0,300000000.0,349000000.0,350000000.0,340000000.0
Net Tangible Assets,-1133000000.0,-1083000000.0,-2101000000.0,-2107000000.0,-2113000000.0,-2132000000.0
Net Receivables,2024000000.0,2125000000.0,2235000000.0,2199000000.0,2340000000.0,2399000000.0
Long Term Debt,7252000000.0,7880000000.0,7906000000.0,7576000000.0,7619000000.0,7583000000.0
Inventory,1825000000.0,1787000000.0,1903000000.0,1956000000.0,2110000000.0,2098000000.0
Accounts Payable,3032000000.0,2995000000.0,3336000000.0,3152000000.0,3337000000.0,3519000000.0
